"","subject.id","subject.mass","cage","Date.Time","vo2","vco2","ee","rer","feed","feed.acc","drink","drink.acc","xytot","xyamb","pedmeter","allmeter","body.temp","hour","day","exp.hour","exp.day"
"1","2136 wt",1,"0111",2017-04-10 14:40:57,58.572,44.199,0.3,0.755,0,0,NA,NA,1430,91,NA,NA,36.5,2017-04-10 14:00:00,2017-04-10,0,0
"2","2136 wt",1,"0111",2017-04-10 15:06:57,81.785,64.637,0.4,0.79,0.01,0.01,NA,NA,868,113,NA,NA,36.2,2017-04-10 15:00:00,2017-04-10,1,0
"3","2136 wt",1,"0111",2017-04-10 15:32:57,63.564,46.948,0.3,0.739,0,0.01,NA,NA,1055,291,NA,NA,36.6,2017-04-10 15:00:00,2017-04-10,1,0
"4","2136 wt",1,"0111",2017-04-10 15:58:57,90.463,70.909,0.4,0.784,0,0.01,NA,NA,1189,176,NA,NA,36.4,2017-04-10 15:00:00,2017-04-10,1,0
"5","2136 wt",1,"0111",2017-04-10 16:24:57,54.116,40.651,0.3,0.751,0.01,0.02,NA,NA,2368,442,NA,NA,36.5,2017-04-10 16:00:00,2017-04-10,2,0
"6","2136 wt",1,"0111",2017-04-10 16:48:57,56.267,40.965,0.3,0.728,0,0.02,NA,NA,135,20,NA,NA,36.4,2017-04-10 16:00:00,2017-04-10,2,0
"7","2136 wt",1,"0111",2017-04-10 17:14:57,57.057,42.045,0.3,0.737,0,0.02,NA,NA,469,19,NA,NA,36.3,2017-04-10 17:00:00,2017-04-10,3,0
"8","2136 wt",1,"0111",2017-04-10 17:40:57,53.454,40.408,0.3,0.756,0.01,0.03,NA,NA,292,26,NA,NA,36.2,2017-04-10 17:00:00,2017-04-10,3,0
"9","2136 wt",1,"0111",2017-04-10 18:06:57,88.804,69.856,0.4,0.787,0.11,0.14,NA,NA,1993,523,NA,NA,36.4,2017-04-10 18:00:00,2017-04-10,4,0
"10","2136 wt",1,"0111",2017-04-10 18:32:57,60.249,45.481,0.3,0.755,0,0.14,NA,NA,1487,381,NA,NA,36.6,2017-04-10 18:00:00,2017-04-10,4,0
"11","2136 wt",1,"0111",2017-04-10 18:58:57,59.622,46.096,0.3,0.773,-0.04,0.1,NA,NA,299,27,NA,NA,36.2,2017-04-10 18:00:00,2017-04-10,4,0
"12","2136 wt",1,"0111",2017-04-10 19:22:57,84.756,64.393,0.4,0.76,0.04,0.14,NA,NA,2224,485,NA,NA,36.3,2017-04-10 19:00:00,2017-04-10,5,0
"13","2136 wt",1,"0111",2017-04-10 19:48:57,98.806,78.296,0.5,0.792,0.09,0.23,NA,NA,3610,1352,NA,NA,36.7,2017-04-10 19:00:00,2017-04-10,5,0
"14","2136 wt",1,"0111",2017-04-10 20:14:57,103.119,79.267,0.5,0.769,0.01,0.24,NA,NA,2591,653,NA,NA,36.9,2017-04-10 20:00:00,2017-04-10,6,0
"15","2136 wt",1,"0111",2017-04-10 20:40:57,86.842,67.159,0.4,0.773,0.01,0.25,NA,NA,651,100,NA,NA,36.6,2017-04-10 20:00:00,2017-04-10,6,0
"16","2136 wt",1,"0111",2017-04-10 21:06:57,103.069,81.442,0.5,0.79,0.06,0.31,NA,NA,1204,146,NA,NA,36.5,2017-04-10 21:00:00,2017-04-10,7,0
"17","2136 wt",1,"0111",2017-04-10 21:32:57,109.592,86.214,0.5,0.787,0.04,0.35,NA,NA,2107,502,NA,NA,36.8,2017-04-10 21:00:00,2017-04-10,7,0
"18","2136 wt",1,"0111",2017-04-10 21:56:57,78.199,58.275,0.4,0.745,0,0.35,NA,NA,2561,910,NA,NA,37,2017-04-10 21:00:00,2017-04-10,7,0
"19","2136 wt",1,"0111",2017-04-10 22:22:57,115.711,87.314,0.5,0.755,0.08,0.43,NA,NA,3604,1333,NA,NA,37.2,2017-04-10 22:00:00,2017-04-10,8,0
"20","2136 wt",1,"0111",2017-04-10 22:48:57,108.454,82.071,0.5,0.757,0,0.43,NA,NA,1245,316,NA,NA,37,2017-04-10 22:00:00,2017-04-10,8,0
"21","2136 wt",1,"0111",2017-04-10 23:14:57,87.721,64.949,0.4,0.74,0.11,0.54,NA,NA,2662,636,NA,NA,37.1,2017-04-10 23:00:00,2017-04-10,9,0
"22","2136 wt",1,"0111",2017-04-10 23:40:57,111.787,87.425,0.5,0.782,0.06,0.6,NA,NA,4054,1369,NA,NA,37.4,2017-04-10 23:00:00,2017-04-10,9,0
"23","2136 wt",1,"0111",2017-04-11 00:06:57,78.572,60.671,0.4,0.772,0.04,0.64,NA,NA,5833,486,NA,NA,37.1,2017-04-11 00:00:00,2017-04-11,10,1
"24","2136 wt",1,"0111",2017-04-11 00:30:57,91.652,68.745,0.4,0.75,0.1,0.74,NA,NA,2966,834,NA,NA,37,2017-04-11 00:00:00,2017-04-11,10,1
"25","2136 wt",1,"0111",2017-04-11 00:56:57,108.11,85.985,0.5,0.795,0,0.74,NA,NA,2176,105,NA,NA,36.9,2017-04-11 00:00:00,2017-04-11,10,1
"26","2136 wt",1,"0111",2017-04-11 01:22:57,111.22,83.4,0.5,0.75,-0.01,0.73,NA,NA,3846,847,NA,NA,37,2017-04-11 01:00:00,2017-04-11,11,1
"27","2136 wt",1,"0111",2017-04-11 01:48:57,94.033,70.31,0.4,0.748,0.01,0.74,NA,NA,1814,257,NA,NA,36.8,2017-04-11 01:00:00,2017-04-11,11,1
"28","2136 wt",1,"0111",2017-04-11 02:14:57,110.799,82.788,0.5,0.747,0.04,0.78,NA,NA,3347,536,NA,NA,36.9,2017-04-11 02:00:00,2017-04-11,12,1
"29","2136 wt",1,"0111",2017-04-11 02:40:57,112.516,86.265,0.5,0.767,0.01,0.79,NA,NA,1636,247,NA,NA,36.8,2017-04-11 02:00:00,2017-04-11,12,1
"30","2136 wt",1,"0111",2017-04-11 03:04:57,74.025,55.442,0.4,0.749,0,0.79,NA,NA,1124,337,NA,NA,37,2017-04-11 03:00:00,2017-04-11,13,1
"31","2136 wt",1,"0111",2017-04-11 03:30:57,114.805,88.399,0.5,0.77,0.09,0.88,NA,NA,4247,1802,NA,NA,37.3,2017-04-11 03:00:00,2017-04-11,13,1
"32","2136 wt",1,"0111",2017-04-11 03:56:57,112.317,84.238,0.5,0.75,0.07,0.95,NA,NA,4783,2288,NA,NA,38,2017-04-11 03:00:00,2017-04-11,13,1
"33","2136 wt",1,"0111",2017-04-11 04:22:57,87.025,65.895,0.4,0.757,0.02,0.97,NA,NA,2799,748,NA,NA,37.5,2017-04-11 04:00:00,2017-04-11,14,1
"34","2136 wt",1,"0111",2017-04-11 04:48:57,91.684,69.486,0.4,0.758,0.1,1.07,NA,NA,2681,657,NA,NA,37.1,2017-04-11 04:00:00,2017-04-11,14,1
"35","2136 wt",1,"0111",2017-04-11 05:14:57,99.78,73.863,0.5,0.74,0,1.07,NA,NA,3474,895,NA,NA,37.2,2017-04-11 05:00:00,2017-04-11,15,1
"36","2136 wt",1,"0111",2017-04-11 05:38:57,90.71,70.356,0.4,0.776,0.11,1.18,NA,NA,2317,555,NA,NA,37.1,2017-04-11 05:00:00,2017-04-11,15,1
"37","2136 wt",1,"0111",2017-04-11 06:04:57,73.219,55.279,0.3,0.755,0.01,1.19,NA,NA,1320,125,NA,NA,36.8,2017-04-11 06:00:00,2017-04-11,16,1
"38","2136 wt",1,"0111",2017-04-11 06:30:57,69.645,53.444,0.3,0.767,0,1.19,NA,NA,1698,304,NA,NA,36.9,2017-04-11 06:00:00,2017-04-11,16,1
"39","2136 wt",1,"0111",2017-04-11 06:56:57,97.755,75.726,0.5,0.775,0,1.19,NA,NA,2030,203,NA,NA,36.7,2017-04-11 06:00:00,2017-04-11,16,1
"40","2136 wt",1,"0111",2017-04-11 07:22:57,67.837,51.597,0.3,0.761,0.02,1.21,NA,NA,1011,213,NA,NA,36.7,2017-04-11 07:00:00,2017-04-11,17,1
"41","2136 wt",1,"0111",2017-04-11 07:48:57,96.594,74.941,0.5,0.776,-0.01,1.2,NA,NA,3310,932,NA,NA,37.1,2017-04-11 07:00:00,2017-04-11,17,1
"42","2136 wt",1,"0111",2017-04-11 08:12:57,70.624,53.753,0.3,0.761,0.02,1.22,NA,NA,2422,730,NA,NA,37.1,2017-04-11 08:00:00,2017-04-11,18,1
"43","2136 wt",1,"0111",2017-04-11 08:38:57,65.766,50.303,0.3,0.765,0,1.22,NA,NA,778,164,NA,NA,36.7,2017-04-11 08:00:00,2017-04-11,18,1
"44","2136 wt",1,"0111",2017-04-11 09:04:57,92.175,72.44,0.4,0.786,0,1.22,NA,NA,2145,532,NA,NA,36.7,2017-04-11 09:00:00,2017-04-11,19,1
"45","2136 wt",1,"0111",2017-04-11 09:30:57,59.955,45.545,0.3,0.76,0,1.22,NA,NA,2862,169,NA,NA,36.7,2017-04-11 09:00:00,2017-04-11,19,1
"46","2136 wt",1,"0111",2017-04-11 09:56:57,61.667,47.207,0.3,0.766,0.01,1.23,NA,NA,1988,150,NA,NA,36.5,2017-04-11 09:00:00,2017-04-11,19,1
"47","2136 wt",1,"0111",2017-04-11 10:22:57,56.39,42.982,0.3,0.762,0,1.23,NA,NA,367,85,NA,NA,36.6,2017-04-11 10:00:00,2017-04-11,20,1
"48","2136 wt",1,"0111",2017-04-11 10:46:57,71.454,53.708,0.3,0.752,0,1.23,NA,NA,291,54,NA,NA,36.4,2017-04-11 10:00:00,2017-04-11,20,1
"49","2136 wt",1,"0111",2017-04-11 11:12:57,59.629,46.138,0.3,0.774,0.08,1.31,NA,NA,1224,248,NA,NA,36.8,2017-04-11 11:00:00,2017-04-11,21,1
"50","2136 wt",1,"0111",2017-04-11 11:38:57,57.713,46.065,0.3,0.798,0,1.31,NA,NA,870,70,NA,NA,36.8,2017-04-11 11:00:00,2017-04-11,21,1
"51","2136 wt",1,"0111",2017-04-11 12:04:57,54.146,41.679,0.3,0.77,0,1.31,NA,NA,198,36,NA,NA,36.7,2017-04-11 12:00:00,2017-04-11,22,1
"52","2136 wt",1,"0111",2017-04-11 12:30:57,87.897,70.412,0.4,0.801,0.04,1.35,NA,NA,1545,350,NA,NA,36.7,2017-04-11 12:00:00,2017-04-11,22,1
"53","2136 wt",1,"0111",2017-04-11 12:56:57,52.968,39.24,0.3,0.741,0,1.35,NA,NA,1049,208,NA,NA,36.6,2017-04-11 12:00:00,2017-04-11,22,1
"54","2136 wt",1,"0111",2017-04-11 13:20:57,54.411,38.885,0.3,0.715,0.01,1.36,NA,NA,1168,19,NA,NA,36.2,2017-04-11 13:00:00,2017-04-11,23,1
"55","2136 wt",1,"0111",2017-04-11 13:46:57,50.241,37.629,0.2,0.749,0,1.36,NA,NA,825,18,NA,NA,36.1,2017-04-11 13:00:00,2017-04-11,23,1
"56","2136 wt",1,"0111",2017-04-11 14:12:57,68.094,54.448,0.3,0.8,0.03,1.39,NA,NA,2448,332,NA,NA,36.3,2017-04-11 14:00:00,2017-04-11,24,1
"57","2136 wt",1,"0111",2017-04-11 14:38:57,81.675,64.224,0.4,0.786,0.03,1.42,NA,NA,1700,368,NA,NA,36.2,2017-04-11 14:00:00,2017-04-11,24,1
"58","2136 wt",1,"0111",2017-04-11 15:04:57,61.214,47.816,0.3,0.781,0,1.42,NA,NA,2852,29,NA,NA,36.4,2017-04-11 15:00:00,2017-04-11,25,1
"59","2136 wt",1,"0111",2017-04-11 15:30:57,52.563,39.626,0.2,0.754,0,1.42,NA,NA,190,52,NA,NA,36.3,2017-04-11 15:00:00,2017-04-11,25,1
"60","2136 wt",1,"0111",2017-04-11 15:54:57,53.145,41.421,0.3,0.779,0,1.42,NA,NA,366,45,NA,NA,36.2,2017-04-11 15:00:00,2017-04-11,25,1
"61","2136 wt",1,"0111",2017-04-11 16:20:57,90.693,78.038,0.4,0.86,0.08,1.5,NA,NA,1217,177,NA,NA,36.1,2017-04-11 16:00:00,2017-04-11,26,1
"62","2136 wt",1,"0111",2017-04-11 16:46:57,55.977,42.359,0.3,0.757,0,1.5,NA,NA,1834,502,NA,NA,36.9,2017-04-11 16:00:00,2017-04-11,26,1
"63","2136 wt",1,"0111",2017-04-11 17:12:57,51.511,40.001,0.2,0.777,0,1.5,NA,NA,2084,21,NA,NA,36.5,2017-04-11 17:00:00,2017-04-11,27,1
"64","2136 wt",1,"0111",2017-04-11 17:38:57,61.304,50.144,0.3,0.818,0.08,1.58,NA,NA,883,88,NA,NA,36.4,2017-04-11 17:00:00,2017-04-11,27,1
"65","2136 wt",1,"0111",2017-04-11 18:04:57,61.193,49.049,0.3,0.802,0,1.58,NA,NA,1745,286,NA,NA,36.5,2017-04-11 18:00:00,2017-04-11,28,1
"66","2136 wt",1,"0111",2017-04-11 18:28:57,52.416,39.52,0.2,0.754,0,1.58,NA,NA,257,29,NA,NA,36.4,2017-04-11 18:00:00,2017-04-11,28,1
"67","2136 wt",1,"0111",2017-04-11 18:54:57,92.693,73.087,0.4,0.788,0,1.58,NA,NA,2403,584,NA,NA,36.4,2017-04-11 18:00:00,2017-04-11,28,1
"68","2136 wt",1,"0111",2017-04-11 19:20:57,55.641,43.272,0.3,0.778,0,1.58,NA,NA,1944,396,NA,NA,36.6,2017-04-11 19:00:00,2017-04-11,29,1
"69","2136 wt",1,"0111",2017-04-11 19:46:57,63.257,49.607,0.3,0.784,0.04,1.62,NA,NA,481,88,NA,NA,36.4,2017-04-11 19:00:00,2017-04-11,29,1
"70","2136 wt",1,"0111",2017-04-11 20:12:57,66.972,51.692,0.3,0.772,0.08,1.7,NA,NA,324,79,NA,NA,36.3,2017-04-11 20:00:00,2017-04-11,30,1
"71","2136 wt",1,"0111",2017-04-11 20:38:57,84.987,70.893,0.4,0.834,0,1.7,NA,NA,1213,121,NA,NA,36.5,2017-04-11 20:00:00,2017-04-11,30,1
"72","2136 wt",1,"0111",2017-04-11 21:02:57,104.313,82.132,0.5,0.787,0.12,1.82,NA,NA,2218,396,NA,NA,36.7,2017-04-11 21:00:00,2017-04-11,31,1
"73","2136 wt",1,"0111",2017-04-11 21:28:57,99.675,79.306,0.5,0.796,0,1.82,NA,NA,1192,160,NA,NA,36.9,2017-04-11 21:00:00,2017-04-11,31,1
"74","2136 wt",1,"0111",2017-04-11 21:54:57,114.19,88.414,0.5,0.774,0.05,1.87,NA,NA,4874,2249,NA,NA,37.7,2017-04-11 21:00:00,2017-04-11,31,1
"75","2136 wt",1,"0111",2017-04-11 22:20:57,106.533,80.59,0.5,0.756,0.02,1.89,NA,NA,3558,1288,NA,NA,37.8,2017-04-11 22:00:00,2017-04-11,32,1
"76","2136 wt",1,"0111",2017-04-11 22:46:57,115.79,88.861,0.6,0.767,0.06,1.95,NA,NA,3269,810,NA,NA,37.3,2017-04-11 22:00:00,2017-04-11,32,1
"77","2136 wt",1,"0111",2017-04-11 23:12:57,90.827,71.881,0.4,0.791,0.11,2.06,NA,NA,2965,489,NA,NA,37.1,2017-04-11 23:00:00,2017-04-11,33,1
"78","2136 wt",1,"0111",2017-04-11 23:36:57,69.955,53.348,0.3,0.763,-0.01,2.05,NA,NA,1946,331,NA,NA,36.9,2017-04-11 23:00:00,2017-04-11,33,1
"79","2136 wt",1,"0111",2017-04-12 00:02:57,104.428,81.59,0.5,0.781,0.07,2.12,NA,NA,1746,309,NA,NA,36.7,2017-04-12 00:00:00,2017-04-12,34,2
"80","2136 wt",1,"0111",2017-04-12 00:28:57,73.414,56.437,0.3,0.769,0,2.12,NA,NA,3110,772,NA,NA,37.1,2017-04-12 00:00:00,2017-04-12,34,2
"81","2136 wt",1,"0111",2017-04-12 00:54:57,82.196,65.623,0.4,0.798,0.07,2.19,NA,NA,2033,388,NA,NA,36.9,2017-04-12 00:00:00,2017-04-12,34,2
"82","2136 wt",1,"0111",2017-04-12 01:20:57,106.484,84.192,0.5,0.791,0.01,2.2,NA,NA,1297,332,NA,NA,36.5,2017-04-12 01:00:00,2017-04-12,35,2
"83","2136 wt",1,"0111",2017-04-12 01:46:57,103.485,77.212,0.5,0.746,0,2.2,NA,NA,4946,2272,NA,NA,37.4,2017-04-12 01:00:00,2017-04-12,35,2
"84","2136 wt",1,"0111",2017-04-12 02:10:57,110.254,87.365,0.5,0.792,0.11,2.31,NA,NA,4417,2105,NA,NA,37.6,2017-04-12 02:00:00,2017-04-12,36,2
"85","2136 wt",1,"0111",2017-04-12 02:36:57,108.825,84.463,0.5,0.776,0.08,2.39,NA,NA,4372,1775,NA,NA,37.6,2017-04-12 02:00:00,2017-04-12,36,2
"86","2136 wt",1,"0111",2017-04-12 03:02:57,66.55,51.485,0.3,0.774,0,2.39,NA,NA,1573,342,NA,NA,36.8,2017-04-12 03:00:00,2017-04-12,37,2
"87","2136 wt",1,"0111",2017-04-12 03:28:57,117.242,95.331,0.6,0.813,0.1,2.49,NA,NA,3114,698,NA,NA,37.1,2017-04-12 03:00:00,2017-04-12,37,2
"88","2136 wt",1,"0111",2017-04-12 03:54:57,68.895,52.136,0.3,0.757,0.01,2.5,NA,NA,1563,454,NA,NA,37,2017-04-12 03:00:00,2017-04-12,37,2
"89","2136 wt",1,"0111",2017-04-12 04:20:57,97.9,76.999,0.5,0.787,0.1,2.6,NA,NA,2341,508,NA,NA,37.1,2017-04-12 04:00:00,2017-04-12,38,2
"90","2136 wt",1,"0111",2017-04-12 04:44:57,104.802,82.626,0.5,0.788,0,2.6,NA,NA,1277,245,NA,NA,37.1,2017-04-12 04:00:00,2017-04-12,38,2
"91","2136 wt",1,"0111",2017-04-12 05:10:57,108.08,83.71,0.5,0.775,0.03,2.63,NA,NA,4823,2200,NA,NA,37.4,2017-04-12 05:00:00,2017-04-12,39,2
"92","2136 wt",1,"0111",2017-04-12 05:36:57,111.832,86.028,0.5,0.769,0.06,2.69,NA,NA,6622,3737,NA,NA,37.9,2017-04-12 05:00:00,2017-04-12,39,2
"93","2136 wt",1,"0111",2017-04-12 06:02:57,79.41,61.724,0.4,0.777,0,2.69,NA,NA,1141,129,NA,NA,37.2,2017-04-12 06:00:00,2017-04-12,40,2
"94","2136 wt",1,"0111",2017-04-12 06:28:57,64.544,50.345,0.3,0.78,0.04,2.73,NA,NA,1503,414,NA,NA,37.1,2017-04-12 06:00:00,2017-04-12,40,2
"95","2136 wt",1,"0111",2017-04-12 06:54:57,78.137,61.958,0.4,0.793,0.11,2.84,NA,NA,1130,128,NA,NA,37,2017-04-12 06:00:00,2017-04-12,40,2
"96","2136 wt",1,"0111",2017-04-12 07:18:57,60.756,49.286,0.3,0.811,0,2.84,NA,NA,1030,45,NA,NA,37.1,2017-04-12 07:00:00,2017-04-12,41,2
"97","2136 wt",1,"0111",2017-04-12 07:44:57,62.278,49.206,0.3,0.79,0.02,2.86,NA,NA,790,37,NA,NA,37,2017-04-12 07:00:00,2017-04-12,41,2
"98","2136 wt",1,"0111",2017-04-12 08:10:57,90.507,73.616,0.4,0.813,0.02,2.88,NA,NA,867,218,NA,NA,36.9,2017-04-12 08:00:00,2017-04-12,42,2
"99","2136 wt",1,"0111",2017-04-12 08:36:57,54.822,41.297,0.3,0.753,0.01,2.89,NA,NA,1282,140,NA,NA,36.8,2017-04-12 08:00:00,2017-04-12,42,2
"100","2136 wt",1,"0111",2017-04-12 09:02:57,56.159,43.875,0.3,0.781,0.03,2.92,NA,NA,4062,232,NA,NA,36.5,2017-04-12 09:00:00,2017-04-12,43,2
"101","2136 wt",1,"0111",2017-04-12 09:28:57,48.51,36.949,0.2,0.762,0,2.92,NA,NA,307,10,NA,NA,36.4,2017-04-12 09:00:00,2017-04-12,43,2
"102","2136 wt",1,"0111",2017-04-12 09:52:57,46.183,35.761,0.2,0.774,0,2.92,NA,NA,195,32,NA,NA,36.3,2017-04-12 09:00:00,2017-04-12,43,2
"103","2136 wt",1,"0111",2017-04-12 10:18:57,61.074,48.941,0.3,0.801,0.03,2.95,NA,NA,513,48,NA,NA,36.2,2017-04-12 10:00:00,2017-04-12,44,2
"104","2136 wt",1,"0111",2017-04-12 10:44:57,96.995,77.067,0.5,0.795,0,2.95,NA,NA,1463,416,NA,NA,36.7,2017-04-12 10:00:00,2017-04-12,44,2
"105","2136 wt",1,"0111",2017-04-12 11:10:57,95.234,75.108,0.5,0.789,-0.01,2.94,NA,NA,3273,921,NA,NA,37.2,2017-04-12 11:00:00,2017-04-12,45,2
"106","2136 wt",1,"0111",2017-04-12 11:36:57,65.384,48.604,0.3,0.743,-0.01,2.93,NA,NA,1149,280,NA,NA,36.8,2017-04-12 11:00:00,2017-04-12,45,2
"107","2136 wt",1,"0111",2017-04-12 12:02:57,60.71,46.3,0.3,0.763,0,2.93,NA,NA,162,20,NA,NA,36.4,2017-04-12 12:00:00,2017-04-12,46,2
"108","2136 wt",1,"0111",2017-04-12 12:26:57,53.402,40.04,0.3,0.75,0,2.93,NA,NA,344,29,NA,NA,36.5,2017-04-12 12:00:00,2017-04-12,46,2
"109","2136 wt",1,"0111",2017-04-12 12:52:57,52.156,42.154,0.3,0.808,0,2.93,NA,NA,378,24,NA,NA,36.3,2017-04-12 12:00:00,2017-04-12,46,2
"110","2136 wt",1,"0111",2017-04-12 13:18:57,55.719,41.149,0.3,0.739,0,2.93,NA,NA,1311,278,NA,NA,36.4,2017-04-12 13:00:00,2017-04-12,47,2
"111","2136 wt",1,"0111",2017-04-12 13:44:57,81.504,67.205,0.4,0.825,0.07,3,NA,NA,1722,193,NA,NA,36.4,2017-04-12 13:00:00,2017-04-12,47,2
"112","2136 wt",1,"0111",2017-04-12 14:10:57,50.497,39.444,0.2,0.781,0,3,NA,NA,1333,35,NA,NA,36.5,2017-04-12 14:00:00,2017-04-12,48,2
"113","2136 wt",1,"0111",2017-04-12 14:36:57,31.123,31.884,0.2,1.024,0,3,NA,NA,893,354,NA,NA,36.4,2017-04-12 14:00:00,2017-04-12,48,2
"114","2136 wt",1,"0111",2017-04-12 15:00:57,115.559,87.793,0.5,0.76,0,3,NA,NA,1090,267,NA,NA,36.5,2017-04-12 15:00:00,2017-04-12,49,2
"115","2136 wt",1,"0111",2017-04-12 15:26:57,114.974,84.649,0.5,0.736,0.01,3.01,NA,NA,855,75,NA,NA,36.7,2017-04-12 15:00:00,2017-04-12,49,2
"116","2136 wt",1,"0111",2017-04-12 15:52:57,122.765,89.61,0.6,0.73,0.01,3.02,NA,NA,844,46,NA,NA,37,2017-04-12 15:00:00,2017-04-12,49,2
"117","2136 wt",1,"0111",2017-04-12 16:18:57,145.525,110.418,0.7,0.759,0,3.02,NA,NA,1224,220,NA,NA,37.2,2017-04-12 16:00:00,2017-04-12,50,2
"118","2136 wt",1,"0111",2017-04-12 16:44:57,143.195,107.753,0.7,0.752,0.02,3.04,NA,NA,1150,249,NA,NA,37,2017-04-12 16:00:00,2017-04-12,50,2
"119","2136 wt",1,"0111",2017-04-12 17:10:57,122.018,88.574,0.6,0.726,-0.01,3.03,NA,NA,516,143,NA,NA,36.8,2017-04-12 17:00:00,2017-04-12,51,2
"120","2136 wt",1,"0111",2017-04-12 17:34:57,115.303,86.364,0.5,0.749,0,3.03,NA,NA,285,25,NA,NA,37,2017-04-12 17:00:00,2017-04-12,51,2
"121","2136 wt",1,"0111",2017-04-12 18:00:57,119.609,87.896,0.6,0.735,0.01,3.04,NA,NA,118,36,NA,NA,36.9,2017-04-12 18:00:00,2017-04-12,52,2
"122","2136 wt",1,"0111",2017-04-12 18:26:57,152.142,112.106,0.7,0.737,0.12,3.16,NA,NA,2494,1090,NA,NA,36.8,2017-04-12 18:00:00,2017-04-12,52,2
"123","2136 wt",1,"0111",2017-04-12 18:52:57,128.087,92.972,0.6,0.726,0,3.16,NA,NA,1752,371,NA,NA,37.2,2017-04-12 18:00:00,2017-04-12,52,2
"124","2136 wt",1,"0111",2017-04-12 19:18:57,125.148,92.452,0.6,0.739,0,3.16,NA,NA,723,78,NA,NA,36.9,2017-04-12 19:00:00,2017-04-12,53,2
"125","2136 wt",1,"0111",2017-04-12 19:44:57,130.699,96.01,0.6,0.735,0.04,3.2,NA,NA,1028,213,NA,NA,37,2017-04-12 19:00:00,2017-04-12,53,2
"126","2136 wt",1,"0111",2017-04-12 20:08:57,125.576,92.258,0.6,0.735,0,3.2,NA,NA,327,72,NA,NA,37,2017-04-12 20:00:00,2017-04-12,54,2
"127","2136 wt",1,"0111",2017-04-12 20:34:57,125.365,93.398,0.6,0.745,0,3.2,NA,NA,1650,101,NA,NA,37.1,2017-04-12 20:00:00,2017-04-12,54,2
"128","2136 wt",1,"0111",2017-04-12 21:00:57,166.81,124.078,0.8,0.744,0.05,3.25,NA,NA,1524,450,NA,NA,37.3,2017-04-12 21:00:00,2017-04-12,55,2
"129","2136 wt",1,"0111",2017-04-12 21:26:57,137.808,99.732,0.6,0.724,0.04,3.29,NA,NA,2448,1023,NA,NA,37.6,2017-04-12 21:00:00,2017-04-12,55,2
"130","2136 wt",1,"0111",2017-04-12 21:52:57,151.123,110.742,0.7,0.733,0,3.29,NA,NA,1605,450,NA,NA,37.4,2017-04-12 21:00:00,2017-04-12,55,2
"131","2136 wt",1,"0111",2017-04-12 22:18:57,134.067,96.655,0.6,0.721,0,3.29,NA,NA,598,208,NA,NA,37.2,2017-04-12 22:00:00,2017-04-12,56,2
"132","2136 wt",1,"0111",2017-04-12 22:42:57,172.136,127.663,0.8,0.742,0.08,3.37,NA,NA,2273,838,NA,NA,37.4,2017-04-12 22:00:00,2017-04-12,56,2
"133","2136 wt",1,"0111",2017-04-12 23:08:57,156.092,114.391,0.7,0.733,0,3.37,NA,NA,5222,2916,NA,NA,38.1,2017-04-12 23:00:00,2017-04-12,57,2
"134","2136 wt",1,"0111",2017-04-12 23:34:57,166.462,121.29,0.8,0.729,0,3.37,NA,NA,2125,711,NA,NA,37.2,2017-04-12 23:00:00,2017-04-12,57,2
"135","2136 wt",1,"0111",2017-04-13 00:00:57,151.556,111.144,0.7,0.733,0.07,3.44,NA,NA,2742,974,NA,NA,37.6,2017-04-13 00:00:00,2017-04-13,58,3
"136","2136 wt",1,"0111",2017-04-13 00:26:57,126.195,92.04,0.6,0.729,0,3.44,NA,NA,1417,104,NA,NA,37.3,2017-04-13 00:00:00,2017-04-13,58,3
"137","2136 wt",1,"0111",2017-04-13 00:52:57,164.179,119.614,0.8,0.729,0.03,3.47,NA,NA,4331,2020,NA,NA,37.4,2017-04-13 00:00:00,2017-04-13,58,3
"138","2136 wt",1,"0111",2017-04-13 01:16:57,160.507,120.277,0.8,0.749,0.06,3.53,NA,NA,3278,1489,NA,NA,37.9,2017-04-13 01:00:00,2017-04-13,59,3
"139","2136 wt",1,"0111",2017-04-13 01:42:57,154.346,113.563,0.7,0.736,0,3.53,NA,NA,1592,223,NA,NA,37.2,2017-04-13 01:00:00,2017-04-13,59,3
"140","2136 wt",1,"0111",2017-04-13 02:08:57,164.533,124.416,0.8,0.756,0.09,3.62,NA,NA,3200,730,NA,NA,37.3,2017-04-13 02:00:00,2017-04-13,60,3
"141","2136 wt",1,"0111",2017-04-13 02:34:57,127.596,91.464,0.6,0.717,0,3.62,NA,NA,1292,357,NA,NA,37.1,2017-04-13 02:00:00,2017-04-13,60,3
"142","2136 wt",1,"0111",2017-04-13 03:00:57,121.194,87.965,0.6,0.726,0,3.62,NA,NA,373,24,NA,NA,37.2,2017-04-13 03:00:00,2017-04-13,61,3
"143","2136 wt",1,"0111",2017-04-13 03:26:57,154.658,114.233,0.7,0.739,0,3.62,NA,NA,1132,197,NA,NA,37.2,2017-04-13 03:00:00,2017-04-13,61,3
"144","2136 wt",1,"0111",2017-04-13 03:50:57,126.999,92.373,0.6,0.727,0.06,3.68,NA,NA,1537,414,NA,NA,37.3,2017-04-13 03:00:00,2017-04-13,61,3
"145","2136 wt",1,"0111",2017-04-13 04:16:57,130.767,93.303,0.6,0.714,0,3.68,NA,NA,2242,544,NA,NA,37.3,2017-04-13 04:00:00,2017-04-13,62,3
