Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:08 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0105
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,WT3
Subject Mass (G), 28.6 
WT355,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
531,0105,8/26/2014 12:01:45 PM ,3722,20.92,20.58,0.34,9.3,2937,0.060,0.342,0.282,7.7,0.789,0.5,0.50,STABLE,0.01,12.39,637,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
532,0105,8/26/2014 12:12:15 PM ,3169,20.90,20.61,0.29,9.3,2458,0.060,0.295,0.236,7.8,0.776,0.4,0.50,STABLE,-0.01,12.38,437,122,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
533,0105,8/26/2014 12:22:45 PM ,3392,20.90,20.59,0.31,9.4,2581,0.059,0.307,0.248,7.8,0.761,0.5,0.50,STABLE,0.01,12.39,36,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
534,0105,8/26/2014 12:33:15 PM ,3249,20.90,20.60,0.30,9.4,2480,0.059,0.298,0.238,7.8,0.763,0.4,0.50,STABLE,-0.01,12.38,0,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
535,0105,8/26/2014 12:43:45 PM ,3098,20.90,20.62,0.28,9.4,2360,0.059,0.286,0.227,7.8,0.762,0.4,0.50,STABLE,0.01,12.39,16,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
536,0105,8/26/2014 12:54:15 PM ,3437,20.90,20.58,0.32,9.4,2752,0.059,0.324,0.265,7.8,0.801,0.5,0.50,STABLE,0.00,12.39,680,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
537,0105,8/26/2014 1:04:45 PM ,3105,20.90,20.62,0.29,9.4,2437,0.059,0.293,0.235,7.8,0.785,0.4,0.50,STABLE,-0.01,12.38,256,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
538,0105,8/26/2014 1:15:15 PM ,3323,20.90,20.60,0.30,9.4,2533,0.059,0.303,0.244,7.8,0.762,0.5,0.49,STABLE,0.01,12.39,171,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
539,0105,8/26/2014 1:25:45 PM ,3166,20.90,20.61,0.29,9.5,2444,0.058,0.294,0.236,7.8,0.772,0.4,0.49,STABLE,0.00,12.39,170,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
540,0105,8/26/2014 1:36:15 PM ,3306,20.90,20.59,0.30,9.5,2594,0.058,0.308,0.250,7.9,0.785,0.5,0.49,DYNAMIC,-0.01,12.38,266,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
541,0105,8/26/2014 1:46:45 PM ,3567,20.90,20.56,0.33,9.5,3035,0.058,0.351,0.293,7.9,0.851,0.5,0.49,STABLE,0.15,12.53,329,48,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
542,0105,8/26/2014 1:57:15 PM ,2991,20.90,20.62,0.28,9.5,2594,0.058,0.308,0.250,7.9,0.867,0.4,0.49,STABLE,-0.01,12.52,21,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
543,0105,8/26/2014 2:07:45 PM ,3587,20.90,20.56,0.33,9.5,3037,0.058,0.351,0.293,7.9,0.847,0.5,0.49,STABLE,0.01,12.53,6,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
544,0105,8/26/2014 2:18:15 PM ,3334,20.90,20.59,0.31,9.5,2800,0.058,0.328,0.270,7.9,0.840,0.5,0.49,STABLE,0.00,12.53,158,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
545,0105,8/26/2014 2:28:45 PM ,3433,20.90,20.58,0.32,9.6,2847,0.058,0.333,0.275,7.9,0.829,0.5,0.49,STABLE,0.00,12.53,170,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
546,0105,8/26/2014 2:39:15 PM ,3455,20.90,20.58,0.32,9.6,2784,0.058,0.327,0.269,7.9,0.806,0.5,0.49,STABLE,0.00,12.53,147,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
547,0105,8/26/2014 2:49:45 PM ,3492,20.90,20.58,0.32,9.6,2729,0.058,0.321,0.263,8.0,0.782,0.5,0.49,STABLE,0.00,12.53,179,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
548,0105,8/26/2014 3:00:15 PM ,3272,20.90,20.59,0.30,9.6,2614,0.057,0.310,0.252,8.0,0.799,0.4,0.49,STABLE,0.00,12.53,358,17,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
549,0105,8/26/2014 3:10:45 PM ,3593,20.90,20.56,0.34,9.6,3079,0.057,0.354,0.297,8.0,0.857,0.5,0.49,STABLE,0.02,12.55,404,56,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
550,0105,8/26/2014 3:21:15 PM ,3520,20.90,20.57,0.33,9.6,3026,0.057,0.349,0.292,8.0,0.860,0.5,0.49,STABLE,0.01,12.56,711,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
551,0105,8/26/2014 3:31:45 PM ,3669,20.90,20.55,0.35,9.7,3004,0.057,0.351,0.294,8.0,0.819,0.5,0.49,STABLE,-0.01,12.55,501,31,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
552,0105,8/26/2014 3:42:15 PM ,3223,20.90,20.60,0.30,9.7,2483,0.057,0.298,0.241,8.0,0.770,0.4,0.49,STABLE,0.01,12.56,297,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
553,0105,8/26/2014 3:52:45 PM ,3312,20.90,20.60,0.30,9.7,2545,0.057,0.303,0.246,8.0,0.769,0.5,0.49,STABLE,-0.01,12.55,21,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
554,0105,8/26/2014 4:03:15 PM ,3244,20.90,20.60,0.30,9.7,2475,0.057,0.296,0.239,8.1,0.763,0.4,0.49,STABLE,0.01,12.56,11,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
555,0105,8/26/2014 4:13:45 PM ,3040,20.90,20.62,0.28,9.7,2499,0.057,0.298,0.241,8.1,0.822,0.4,0.49,STABLE,0.10,12.66,183,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
556,0105,8/26/2014 4:24:15 PM ,3150,20.90,20.61,0.29,9.7,2709,0.057,0.319,0.261,8.1,0.860,0.4,0.49,STABLE,0.00,12.66,67,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
557,0105,8/26/2014 4:34:45 PM ,3132,20.90,20.61,0.29,9.8,2685,0.058,0.316,0.259,8.1,0.857,0.4,0.49,STABLE,0.00,12.66,16,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
558,0105,8/26/2014 4:45:15 PM ,3418,20.90,20.58,0.31,9.8,2686,0.058,0.316,0.259,8.1,0.786,0.5,0.49,STABLE,0.00,12.66,75,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
559,0105,8/26/2014 4:55:45 PM ,3213,20.90,20.60,0.30,9.8,2640,0.057,0.312,0.255,8.1,0.821,0.4,0.49,DYNAMIC,0.00,12.66,227,48,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
560,0105,8/26/2014 5:06:15 PM ,3583,20.90,20.57,0.34,9.8,3237,0.057,0.369,0.312,8.1,0.903,0.5,0.49,STABLE,0.15,12.81,642,78,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
561,0105,8/26/2014 5:16:45 PM ,3317,20.90,20.59,0.31,9.8,2895,0.058,0.336,0.279,8.1,0.873,0.5,0.50,STABLE,0.00,12.81,569,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
562,0105,8/26/2014 5:27:15 PM ,3315,20.90,20.59,0.31,9.8,2863,0.058,0.333,0.275,8.2,0.864,0.5,0.50,STABLE,0.00,12.81,61,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
563,0105,8/26/2014 5:37:45 PM ,3321,20.90,20.60,0.31,9.9,2788,0.058,0.326,0.268,8.2,0.840,0.5,0.50,STABLE,0.00,12.81,108,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
564,0105,8/26/2014 5:48:15 PM ,3417,20.90,20.59,0.32,9.9,2800,0.058,0.327,0.269,8.2,0.819,0.5,0.50,STABLE,0.00,12.81,328,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
565,0105,8/26/2014 5:58:45 PM ,3407,20.91,20.59,0.32,9.9,2816,0.058,0.329,0.271,8.2,0.826,0.5,0.50,STABLE,0.00,12.81,331,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
566,0105,8/26/2014 6:09:15 PM ,4021,20.91,20.53,0.37,9.9,3333,0.058,0.379,0.321,8.2,0.829,0.6,0.50,STABLE,0.09,12.90,685,236,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
567,0105,8/26/2014 6:19:45 PM ,3958,20.91,20.54,0.37,9.9,3449,0.058,0.390,0.332,8.2,0.871,0.6,0.50,STABLE,-0.01,12.89,399,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
568,0105,8/26/2014 6:30:15 PM ,3751,20.91,20.56,0.35,9.9,3102,0.058,0.356,0.298,8.3,0.827,0.5,0.50,STABLE,0.00,12.89,419,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
569,0105,8/26/2014 6:40:45 PM ,3598,20.91,20.58,0.33,10.0,2789,0.058,0.326,0.268,8.3,0.775,0.5,0.50,STABLE,0.00,12.89,180,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
570,0105,8/26/2014 6:51:15 PM ,3968,20.90,20.53,0.37,10.0,3349,0.058,0.381,0.322,8.3,0.844,0.6,0.50,STABLE,0.15,13.04,607,177,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
571,0105,8/26/2014 7:01:45 PM ,4266,20.90,20.50,0.40,10.0,3789,0.058,0.423,0.365,8.3,0.888,0.6,0.49,STABLE,0.01,13.05,603,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
572,0105,8/26/2014 7:12:15 PM ,4640,20.90,20.46,0.44,10.0,3985,0.058,0.447,0.388,8.3,0.859,0.6,0.49,DYNAMIC,-0.01,13.04,2391,1579,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
573,0105,8/26/2014 7:22:45 PM ,4145,20.90,20.51,0.39,10.0,3633,0.059,0.409,0.350,8.3,0.876,0.6,0.49,DYNAMIC,0.11,13.15,1068,539,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
574,0105,8/26/2014 7:33:15 PM ,3753,20.90,20.55,0.35,10.1,3345,0.059,0.382,0.323,8.4,0.891,0.5,0.49,STABLE,0.09,13.24,251,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
575,0105,8/26/2014 7:43:45 PM ,4396,20.90,20.48,0.42,10.1,3964,0.059,0.442,0.382,8.4,0.902,0.6,0.49,STABLE,0.00,13.24,688,280,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
576,0105,8/26/2014 7:54:15 PM ,4608,20.90,20.46,0.43,10.1,4003,0.059,0.445,0.386,8.4,0.869,0.6,0.49,STABLE,0.17,13.41,1288,719,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
577,0105,8/26/2014 8:04:45 PM ,3958,20.89,20.52,0.37,10.1,3480,0.060,0.395,0.335,8.4,0.879,0.6,0.49,STABLE,0.00,13.41,437,70,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
578,0105,8/26/2014 8:15:15 PM ,3727,20.90,20.55,0.35,10.2,3213,0.060,0.370,0.310,8.4,0.862,0.5,0.49,STABLE,0.01,13.42,138,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
579,0105,8/26/2014 8:25:45 PM ,4247,20.89,20.50,0.40,10.2,3595,0.060,0.407,0.347,8.4,0.847,0.6,0.49,STABLE,0.21,13.63,421,95,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
580,0105,8/26/2014 8:36:15 PM ,4468,20.89,20.47,0.42,10.2,4001,0.060,0.446,0.386,8.5,0.895,0.6,0.49,DYNAMIC,0.09,13.72,1225,588,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
581,0105,8/26/2014 8:46:45 PM ,3950,20.89,20.52,0.37,10.2,3542,0.060,0.402,0.342,8.5,0.897,0.6,0.49,STABLE,0.11,13.83,496,113,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
582,0105,8/26/2014 8:57:15 PM ,4195,20.89,20.50,0.40,10.2,3793,0.060,0.426,0.366,8.5,0.904,0.6,0.49,STABLE,0.00,13.83,375,100,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
583,0105,8/26/2014 9:07:45 PM ,3563,20.89,20.56,0.34,10.3,3140,0.060,0.363,0.303,8.5,0.881,0.5,0.49,STABLE,0.00,13.83,451,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
584,0105,8/26/2014 9:18:15 PM ,3567,20.89,20.55,0.34,10.3,3132,0.060,0.365,0.305,8.5,0.878,0.5,0.49,STABLE,0.00,13.83,26,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
585,0105,8/26/2014 9:28:45 PM ,4246,20.89,20.49,0.41,10.3,3826,0.060,0.433,0.373,8.6,0.901,0.6,0.49,STABLE,0.01,13.84,1308,727,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
586,0105,8/26/2014 9:39:15 PM ,3858,20.89,20.53,0.37,10.3,3433,0.060,0.396,0.335,8.6,0.890,0.5,0.49,STABLE,0.00,13.84,682,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
587,0105,8/26/2014 9:49:45 PM ,3505,20.89,20.56,0.33,10.3,3096,0.061,0.359,0.299,8.6,0.883,0.5,0.49,STABLE,0.09,13.93,261,43,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
588,0105,8/26/2014 10:00:15 PM ,4434,20.89,20.47,0.42,10.4,3995,0.061,0.446,0.385,8.6,0.901,0.6,0.49,STABLE,0.00,13.93,1140,628,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
589,0105,8/26/2014 10:10:45 PM ,3857,20.89,20.53,0.36,10.4,3488,0.061,0.397,0.336,8.6,0.904,0.5,0.49,STABLE,0.14,14.07,446,110,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
590,0105,8/26/2014 10:21:15 PM ,3887,20.89,20.52,0.37,10.4,3454,0.061,0.397,0.336,8.6,0.889,0.5,0.49,STABLE,0.00,14.07,715,209,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
591,0105,8/26/2014 10:31:45 PM ,3439,20.89,20.57,0.32,10.4,3060,0.061,0.356,0.295,8.7,0.890,0.5,0.49,STABLE,0.01,14.08,230,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
592,0105,8/26/2014 10:42:15 PM ,3451,20.89,20.57,0.32,10.4,2957,0.061,0.346,0.285,8.7,0.857,0.5,0.49,STABLE,-0.01,14.07,111,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
593,0105,8/26/2014 10:52:45 PM ,3331,20.89,20.58,0.32,10.4,2877,0.061,0.343,0.282,8.7,0.864,0.5,0.49,DYNAMIC,0.08,14.15,122,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
594,0105,8/26/2014 11:03:15 PM ,4292,20.89,20.48,0.41,10.5,3901,0.061,0.441,0.381,8.7,0.909,0.6,0.49,STABLE,0.09,14.24,987,471,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
595,0105,8/26/2014 11:13:45 PM ,3858,20.89,20.53,0.37,10.5,3483,0.061,0.397,0.336,8.7,0.903,0.5,0.49,STABLE,0.08,14.32,717,214,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
596,0105,8/26/2014 11:24:15 PM ,3848,20.89,20.53,0.36,10.5,3497,0.061,0.398,0.337,8.7,0.909,0.5,0.49,STABLE,0.00,14.32,556,47,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
597,0105,8/26/2014 11:34:45 PM ,3384,20.89,20.57,0.32,10.5,3084,0.061,0.359,0.298,8.8,0.911,0.5,0.49,STABLE,0.00,14.32,316,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
598,0105,8/26/2014 11:45:15 PM ,4027,20.89,20.52,0.38,10.5,3418,0.061,0.391,0.330,8.8,0.849,0.6,0.49,STABLE,0.12,14.44,192,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
599,0105,8/26/2014 11:55:45 PM ,3167,20.89,20.59,0.30,10.6,2840,0.061,0.335,0.274,8.8,0.897,0.4,0.49,STABLE,0.00,14.44,153,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
600,0105,8/27/2014 12:06:15 AM ,3560,20.89,20.56,0.33,10.6,3126,0.061,0.363,0.302,8.8,0.878,0.5,0.49,STABLE,0.00,14.44,43,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
601,0105,8/27/2014 12:16:45 AM ,3575,20.89,20.55,0.34,10.6,3140,0.061,0.364,0.303,8.8,0.878,0.5,0.49,STABLE,0.16,14.60,285,129,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
602,0105,8/27/2014 12:27:15 AM ,3754,20.89,20.53,0.36,10.6,3421,0.061,0.391,0.330,8.8,0.911,0.5,0.49,STABLE,0.01,14.61,414,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
603,0105,8/27/2014 12:37:45 AM ,3636,20.89,20.55,0.34,10.6,3166,0.061,0.367,0.305,8.9,0.871,0.5,0.49,STABLE,0.00,14.61,71,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
604,0105,8/27/2014 12:48:15 AM ,3219,20.89,20.59,0.30,10.6,2801,0.061,0.331,0.270,8.9,0.870,0.4,0.49,STABLE,0.00,14.61,139,44,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
605,0105,8/27/2014 12:58:45 AM ,3181,20.89,20.59,0.30,10.7,2764,0.061,0.330,0.269,8.9,0.869,0.4,0.49,STABLE,0.00,14.61,99,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
606,0105,8/27/2014 1:09:15 AM ,3773,20.89,20.54,0.35,10.7,3157,0.061,0.366,0.305,8.9,0.837,0.5,0.49,STABLE,-0.01,14.60,801,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
607,0105,8/27/2014 1:19:45 AM ,3238,20.89,20.59,0.30,10.7,2776,0.061,0.329,0.268,8.9,0.857,0.5,0.49,STABLE,0.00,14.60,338,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
608,0105,8/27/2014 1:30:15 AM ,3229,20.89,20.59,0.30,10.7,2716,0.061,0.323,0.262,8.9,0.841,0.4,0.49,STABLE,0.00,14.60,134,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
609,0105,8/27/2014 1:40:45 AM ,3954,20.89,20.52,0.37,10.7,3426,0.061,0.392,0.331,8.9,0.866,0.6,0.49,STABLE,0.08,14.68,316,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
610,0105,8/27/2014 1:51:15 AM ,3574,20.89,20.55,0.34,10.8,3156,0.061,0.366,0.305,9.0,0.883,0.5,0.49,STABLE,0.00,14.68,649,95,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
611,0105,8/27/2014 2:01:45 AM ,3442,20.89,20.57,0.32,10.8,2919,0.061,0.343,0.282,9.0,0.848,0.5,0.49,STABLE,0.00,14.68,332,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
612,0105,8/27/2014 2:12:15 AM ,3564,20.89,20.56,0.33,10.8,2986,0.061,0.349,0.288,9.0,0.838,0.5,0.49,STABLE,-0.01,14.67,423,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
613,0105,8/27/2014 2:22:45 AM ,4477,20.89,20.47,0.42,10.8,3823,0.061,0.430,0.369,9.0,0.854,0.6,0.49,STABLE,0.02,14.69,1202,536,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
614,0105,8/27/2014 2:33:15 AM ,4196,20.89,20.50,0.39,10.8,3595,0.061,0.408,0.347,9.0,0.857,0.6,0.49,STABLE,0.14,14.83,1041,473,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
615,0105,8/27/2014 2:43:45 AM ,3136,20.89,20.60,0.29,10.8,2714,0.061,0.323,0.262,9.0,0.865,0.4,0.49,STABLE,0.00,14.83,204,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
616,0105,8/27/2014 2:54:15 AM ,3429,20.89,20.57,0.32,10.9,2866,0.061,0.338,0.277,9.1,0.836,0.5,0.49,STABLE,0.00,14.83,223,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
617,0105,8/27/2014 3:04:45 AM ,3383,20.89,20.57,0.32,10.9,2851,0.061,0.336,0.275,9.1,0.843,0.5,0.49,STABLE,0.11,14.94,389,69,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
618,0105,8/27/2014 3:15:15 AM ,3630,20.89,20.55,0.34,10.9,3297,0.061,0.379,0.318,9.1,0.908,0.5,0.49,STABLE,0.00,14.94,470,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
619,0105,8/27/2014 3:25:45 AM ,3601,20.89,20.55,0.34,10.9,3104,0.061,0.361,0.300,9.1,0.862,0.5,0.49,STABLE,0.00,14.94,155,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
620,0105,8/27/2014 3:36:15 AM ,3383,20.89,20.58,0.32,10.9,2807,0.061,0.332,0.272,9.1,0.830,0.5,0.49,STABLE,-0.01,14.93,87,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
621,0105,8/27/2014 3:46:45 AM ,3591,20.89,20.56,0.33,10.9,2907,0.061,0.341,0.280,9.1,0.809,0.5,0.49,STABLE,0.00,14.93,119,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
622,0105,8/27/2014 3:57:15 AM ,3672,20.89,20.55,0.34,11.0,3064,0.061,0.356,0.296,9.1,0.835,0.5,0.49,STABLE,0.06,14.99,238,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
623,0105,8/27/2014 4:07:45 AM ,3293,20.89,20.58,0.31,11.0,2854,0.061,0.336,0.275,9.2,0.867,0.5,0.49,STABLE,0.00,14.99,539,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
624,0105,8/27/2014 4:18:15 AM ,3811,20.89,20.54,0.35,11.0,3109,0.061,0.361,0.300,9.2,0.816,0.5,0.49,STABLE,0.00,14.99,73,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
625,0105,8/27/2014 4:28:45 AM ,3477,20.89,20.57,0.32,11.0,2860,0.061,0.337,0.276,9.2,0.822,0.5,0.49,STABLE,0.00,14.99,202,44,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
626,0105,8/27/2014 4:39:15 AM ,3945,20.89,20.52,0.37,11.0,3233,0.061,0.373,0.312,9.2,0.820,0.5,0.49,STABLE,0.12,15.11,325,119,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
627,0105,8/27/2014 4:49:45 AM ,3823,20.89,20.53,0.36,11.1,3374,0.061,0.386,0.326,9.2,0.883,0.5,0.49,STABLE,0.00,15.11,508,59,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
628,0105,8/27/2014 5:00:15 AM ,3712,20.89,20.54,0.35,11.1,3194,0.061,0.369,0.308,9.2,0.860,0.5,0.49,STABLE,-0.01,15.10,512,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
629,0105,8/27/2014 5:10:45 AM ,3700,20.89,20.55,0.34,11.1,3034,0.061,0.354,0.293,9.3,0.820,0.5,0.49,STABLE,0.01,15.11,461,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
630,0105,8/27/2014 5:21:15 AM ,4028,20.89,20.51,0.38,11.1,3521,0.061,0.400,0.340,9.3,0.874,0.6,0.49,STABLE,0.12,15.23,1341,657,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
631,0105,8/27/2014 5:31:45 AM ,3801,20.89,20.54,0.36,11.1,3317,0.061,0.381,0.320,9.3,0.873,0.5,0.49,STABLE,0.03,15.26,693,289,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
632,0105,8/27/2014 5:42:15 AM ,3345,20.89,20.57,0.32,11.2,2878,0.061,0.342,0.281,9.3,0.861,0.5,0.49,STABLE,0.00,15.26,391,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
633,0105,8/27/2014 5:52:45 AM ,3747,20.89,20.54,0.35,11.2,3065,0.061,0.359,0.297,9.3,0.818,0.5,0.49,STABLE,-0.01,15.25,198,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
634,0105,8/27/2014 6:03:15 AM ,4154,20.89,20.50,0.39,11.2,3621,0.061,0.411,0.349,9.3,0.872,0.6,0.49,STABLE,0.20,15.45,939,428,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
635,0105,8/27/2014 6:13:45 AM ,3884,20.89,20.52,0.37,11.2,3426,0.061,0.392,0.331,9.4,0.882,0.5,0.49,STABLE,0.02,15.47,948,418,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
636,0105,8/27/2014 6:24:15 AM ,3304,20.89,20.58,0.31,11.2,2877,0.061,0.339,0.278,9.4,0.871,0.5,0.49,STABLE,0.00,15.47,224,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
