Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:08 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0105
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,WT3
Subject Mass (G), 28.6 
WT355,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
425,0105,8/25/2014 5:28:45 PM ,3616,20.90,20.57,0.33,7.4,2870,0.059,0.335,0.276,6.1,0.794,0.5,0.49,STABLE,0.01,9.36,267,47,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
426,0105,8/25/2014 5:39:15 PM ,3319,20.90,20.60,0.31,7.4,2650,0.059,0.314,0.255,6.1,0.799,0.5,0.50,STABLE,-0.01,9.35,192,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
427,0105,8/25/2014 5:49:45 PM ,3193,20.90,20.61,0.29,7.4,2555,0.059,0.305,0.246,6.2,0.800,0.4,0.50,STABLE,0.01,9.36,129,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
428,0105,8/25/2014 6:00:15 PM ,3898,20.90,20.54,0.36,7.5,3215,0.059,0.369,0.310,6.2,0.825,0.5,0.49,STABLE,0.03,9.39,364,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
429,0105,8/25/2014 6:10:45 PM ,3836,20.90,20.54,0.36,7.5,3230,0.059,0.370,0.311,6.2,0.842,0.5,0.49,STABLE,0.00,9.39,670,147,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
430,0105,8/25/2014 6:21:15 PM ,3591,20.90,20.57,0.33,7.5,2900,0.059,0.338,0.279,6.2,0.808,0.5,0.49,STABLE,0.00,9.39,336,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
431,0105,8/25/2014 6:31:45 PM ,4028,20.94,20.58,0.36,7.5,2709,0.059,0.320,0.261,6.2,0.672,0.5,0.50,STABLE,0.00,9.39,167,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
432,0105,8/25/2014 6:42:15 PM ,3464,20.90,20.58,0.32,7.5,2836,0.059,0.332,0.273,6.2,0.819,0.5,0.49,STABLE,0.23,9.62,156,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
433,0105,8/25/2014 6:52:45 PM ,3655,20.90,20.56,0.34,7.6,3122,0.059,0.360,0.301,6.2,0.854,0.5,0.49,STABLE,0.00,9.62,388,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
434,0105,8/25/2014 7:03:15 PM ,3729,20.90,20.55,0.35,7.6,3263,0.059,0.374,0.314,6.3,0.875,0.5,0.49,STABLE,0.01,9.63,664,146,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
435,0105,8/25/2014 7:13:45 PM ,4502,20.90,20.48,0.42,7.6,3857,0.060,0.431,0.372,6.3,0.857,0.6,0.49,STABLE,0.16,9.79,1536,931,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
436,0105,8/25/2014 7:24:15 PM ,4269,20.90,20.49,0.40,7.6,3786,0.060,0.425,0.365,6.3,0.887,0.6,0.49,STABLE,0.34,10.13,1273,680,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
437,0105,8/25/2014 7:34:45 PM ,4050,20.90,20.51,0.38,7.6,3613,0.060,0.409,0.348,6.3,0.892,0.6,0.49,STABLE,0.00,10.13,308,61,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
438,0105,8/25/2014 7:45:15 PM ,3997,20.90,20.52,0.38,7.7,3542,0.060,0.402,0.342,6.3,0.886,0.6,0.49,STABLE,0.00,10.13,671,46,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
439,0105,8/25/2014 7:55:45 PM ,3508,20.90,20.57,0.33,7.7,3070,0.061,0.357,0.296,6.3,0.875,0.5,0.49,STABLE,0.01,10.14,175,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
440,0105,8/25/2014 8:06:15 PM ,4452,20.90,20.48,0.42,7.7,3935,0.061,0.440,0.379,6.4,0.884,0.6,0.49,STABLE,0.21,10.35,885,438,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
441,0105,8/25/2014 8:16:45 PM ,3944,20.89,20.52,0.37,7.7,3430,0.061,0.392,0.331,6.4,0.870,0.6,0.49,STABLE,0.00,10.35,651,183,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
442,0105,8/25/2014 8:27:15 PM ,3510,20.89,20.56,0.33,7.7,3059,0.062,0.357,0.295,6.4,0.872,0.5,0.49,STABLE,0.00,10.35,61,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
443,0105,8/25/2014 8:37:45 PM ,3403,20.89,20.57,0.32,7.8,2961,0.061,0.347,0.286,6.4,0.870,0.5,0.49,STABLE,0.00,10.35,300,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
444,0105,8/25/2014 8:48:15 PM ,3861,20.89,20.53,0.36,7.8,3423,0.062,0.392,0.330,6.4,0.887,0.5,0.49,STABLE,0.04,10.39,560,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
445,0105,8/25/2014 8:58:45 PM ,3551,20.89,20.56,0.33,7.8,3086,0.062,0.359,0.297,6.4,0.869,0.5,0.49,STABLE,0.00,10.39,417,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
446,0105,8/25/2014 9:09:15 PM ,3784,20.89,20.54,0.35,7.8,3254,0.062,0.376,0.314,6.5,0.860,0.5,0.49,STABLE,0.11,10.50,99,17,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
447,0105,8/25/2014 9:19:45 PM ,3195,20.89,20.59,0.30,7.8,2858,0.062,0.338,0.276,6.5,0.895,0.4,0.49,STABLE,0.00,10.50,49,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
448,0105,8/25/2014 9:30:15 PM ,3746,20.89,20.54,0.35,7.8,3232,0.062,0.374,0.312,6.5,0.863,0.5,0.49,DYNAMIC,0.11,10.61,134,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
449,0105,8/25/2014 9:40:45 PM ,3758,20.89,20.54,0.36,7.9,3438,0.062,0.393,0.331,6.5,0.915,0.5,0.49,STABLE,0.09,10.70,384,112,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
450,0105,8/25/2014 9:51:15 PM ,3456,20.89,20.57,0.33,7.9,3112,0.062,0.362,0.300,6.5,0.901,0.5,0.49,STABLE,0.00,10.70,29,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
451,0105,8/25/2014 10:01:45 PM ,3250,20.89,20.59,0.31,7.9,2909,0.062,0.343,0.280,6.5,0.895,0.5,0.49,STABLE,0.00,10.70,109,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
452,0105,8/25/2014 10:12:15 PM ,3755,20.89,20.54,0.35,7.9,3396,0.062,0.390,0.327,6.6,0.904,0.5,0.49,STABLE,0.00,10.70,478,104,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
453,0105,8/25/2014 10:22:45 PM ,4269,20.89,20.49,0.40,7.9,3848,0.063,0.433,0.371,6.6,0.901,0.6,0.49,STABLE,0.01,10.71,912,429,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
454,0105,8/25/2014 10:33:15 PM ,4415,20.89,20.47,0.42,8.0,3941,0.063,0.443,0.380,6.6,0.893,0.6,0.49,STABLE,0.11,10.82,1186,637,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
455,0105,8/25/2014 10:43:45 PM ,3967,20.89,20.51,0.38,8.0,3615,0.063,0.411,0.348,6.6,0.911,0.6,0.49,STABLE,0.01,10.83,587,126,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
456,0105,8/25/2014 10:54:15 PM ,3726,20.89,20.54,0.35,8.0,3266,0.063,0.378,0.315,6.6,0.877,0.5,0.49,STABLE,0.00,10.83,301,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
457,0105,8/25/2014 11:04:45 PM ,3750,20.89,20.54,0.35,8.0,3138,0.063,0.365,0.302,6.6,0.837,0.5,0.49,STABLE,0.00,10.83,22,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
458,0105,8/25/2014 11:15:15 PM ,3475,20.89,20.57,0.33,8.0,3004,0.063,0.352,0.290,6.7,0.864,0.5,0.49,STABLE,0.07,10.90,198,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
459,0105,8/25/2014 11:25:45 PM ,3618,20.89,20.55,0.34,8.0,3145,0.063,0.366,0.303,6.7,0.869,0.5,0.49,STABLE,0.00,10.90,228,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
460,0105,8/25/2014 11:36:15 PM ,3625,20.89,20.55,0.34,8.1,3067,0.063,0.358,0.296,6.7,0.846,0.5,0.49,STABLE,0.00,10.90,61,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
461,0105,8/25/2014 11:46:45 PM ,3711,20.89,20.54,0.35,8.1,3220,0.063,0.378,0.315,6.7,0.868,0.5,0.49,STABLE,0.00,10.90,171,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
462,0105,8/25/2014 11:57:15 PM ,4404,20.89,20.47,0.42,8.1,3828,0.063,0.435,0.372,6.7,0.869,0.6,0.49,STABLE,0.15,11.05,1189,532,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
463,0105,8/26/2014 12:07:45 AM ,3571,20.89,20.56,0.33,8.1,3044,0.063,0.357,0.294,6.7,0.852,0.5,0.49,STABLE,0.00,11.05,384,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
464,0105,8/26/2014 12:18:15 AM ,3635,20.89,20.55,0.34,8.1,3199,0.063,0.371,0.308,6.8,0.880,0.5,0.49,STABLE,0.00,11.05,418,84,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
465,0105,8/26/2014 12:28:45 AM ,3409,20.89,20.57,0.32,8.2,2918,0.063,0.348,0.285,6.8,0.856,0.5,0.49,STABLE,0.00,11.05,65,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
466,0105,8/26/2014 12:39:15 AM ,3268,20.89,20.58,0.31,8.2,2894,0.063,0.346,0.283,6.8,0.886,0.5,0.49,STABLE,0.21,11.26,215,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
467,0105,8/26/2014 12:49:45 AM ,3075,20.89,20.60,0.29,8.2,2776,0.062,0.333,0.271,6.8,0.903,0.4,0.49,STABLE,0.01,11.27,102,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
468,0105,8/26/2014 1:00:15 AM ,3893,20.89,20.52,0.37,8.2,3475,0.063,0.398,0.335,6.8,0.893,0.5,0.49,STABLE,0.00,11.27,631,366,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
469,0105,8/26/2014 1:10:45 AM ,4166,20.89,20.50,0.39,8.2,3628,0.062,0.412,0.350,6.8,0.871,0.6,0.49,STABLE,0.16,11.43,1127,563,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
470,0105,8/26/2014 1:21:15 AM ,3746,20.89,20.54,0.36,8.3,3366,0.062,0.389,0.327,6.9,0.899,0.5,0.49,STABLE,0.00,11.43,596,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
471,0105,8/26/2014 1:31:45 AM ,3848,20.89,20.53,0.36,8.3,3385,0.062,0.389,0.326,6.9,0.880,0.5,0.49,STABLE,0.00,11.43,393,31,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
472,0105,8/26/2014 1:42:15 AM ,3624,20.89,20.55,0.34,8.3,3093,0.062,0.360,0.298,6.9,0.854,0.5,0.50,STABLE,0.00,11.43,270,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
473,0105,8/26/2014 1:52:45 AM ,3597,20.89,20.56,0.33,8.3,2982,0.062,0.349,0.287,6.9,0.829,0.5,0.49,STABLE,0.00,11.43,33,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
474,0105,8/26/2014 2:03:15 AM ,3310,20.89,20.58,0.31,8.3,2766,0.062,0.328,0.266,6.9,0.836,0.5,0.50,STABLE,0.00,11.43,36,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
475,0105,8/26/2014 2:13:45 AM ,3206,20.89,20.60,0.30,8.3,2678,0.062,0.320,0.258,6.9,0.835,0.4,0.50,STABLE,0.00,11.43,499,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
476,0105,8/26/2014 2:24:15 AM ,3189,20.89,20.60,0.30,8.4,2676,0.062,0.319,0.258,6.9,0.839,0.4,0.50,STABLE,-0.01,11.42,135,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
477,0105,8/26/2014 2:34:45 AM ,3224,20.89,20.59,0.30,8.4,2616,0.062,0.314,0.252,7.0,0.812,0.4,0.50,STABLE,0.00,11.42,77,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
478,0105,8/26/2014 2:45:15 AM ,3262,20.89,20.58,0.31,8.4,2676,0.062,0.323,0.261,7.0,0.820,0.5,0.49,STABLE,0.00,11.42,141,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
479,0105,8/26/2014 2:55:45 AM ,3621,20.89,20.56,0.33,8.4,2909,0.062,0.343,0.281,7.0,0.803,0.5,0.49,STABLE,0.00,11.42,284,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
480,0105,8/26/2014 3:06:15 AM ,3623,20.89,20.56,0.34,8.4,3052,0.062,0.356,0.294,7.0,0.843,0.5,0.50,STABLE,0.00,11.42,448,103,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
481,0105,8/26/2014 3:16:45 AM ,3851,20.89,20.53,0.36,8.4,3231,0.062,0.373,0.311,7.0,0.839,0.5,0.50,STABLE,0.00,11.42,394,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
482,0105,8/26/2014 3:27:15 AM ,3486,20.89,20.57,0.32,8.5,2805,0.062,0.332,0.270,7.0,0.805,0.5,0.50,STABLE,0.00,11.42,186,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
483,0105,8/26/2014 3:37:45 AM ,3941,20.89,20.53,0.36,8.5,3117,0.062,0.362,0.300,7.0,0.791,0.5,0.50,STABLE,0.01,11.43,182,72,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
484,0105,8/26/2014 3:48:15 AM ,3300,20.89,20.59,0.31,8.5,2741,0.062,0.326,0.264,7.1,0.831,0.5,0.50,STABLE,0.00,11.43,206,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
485,0105,8/26/2014 3:58:45 AM ,3884,20.91,20.55,0.35,8.5,2909,0.062,0.342,0.280,7.1,0.749,0.5,0.49,STABLE,0.08,11.51,323,73,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
486,0105,8/26/2014 4:09:15 AM ,3379,20.89,20.57,0.32,8.5,2940,0.062,0.345,0.283,7.1,0.870,0.5,0.50,STABLE,0.01,11.52,239,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
487,0105,8/26/2014 4:19:45 AM ,3789,20.89,20.53,0.36,8.6,3277,0.062,0.380,0.319,7.1,0.865,0.5,0.49,STABLE,0.00,11.52,251,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
488,0105,8/26/2014 4:30:15 AM ,4201,20.89,20.50,0.39,8.6,3551,0.062,0.404,0.342,7.1,0.845,0.6,0.49,STABLE,0.08,11.60,752,259,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
489,0105,8/26/2014 4:40:45 AM ,3835,20.89,20.53,0.36,8.6,3356,0.062,0.385,0.323,7.1,0.875,0.5,0.50,STABLE,0.08,11.68,774,339,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
490,0105,8/26/2014 4:51:15 AM ,3310,20.89,20.58,0.31,8.6,2849,0.062,0.336,0.274,7.2,0.861,0.5,0.49,STABLE,0.00,11.68,267,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
491,0105,8/26/2014 5:01:45 AM ,3515,20.89,20.56,0.33,8.6,2929,0.062,0.344,0.282,7.2,0.833,0.5,0.49,STABLE,0.00,11.68,56,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
492,0105,8/26/2014 5:12:15 AM ,3980,20.89,20.52,0.37,8.6,3180,0.062,0.368,0.306,7.2,0.799,0.5,0.50,STABLE,0.00,11.68,33,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
493,0105,8/26/2014 5:22:45 AM ,3698,20.89,20.55,0.34,8.7,3088,0.062,0.359,0.297,7.2,0.835,0.5,0.50,STABLE,0.00,11.68,627,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
494,0105,8/26/2014 5:33:15 AM ,3758,20.89,20.54,0.35,8.7,2993,0.062,0.350,0.288,7.2,0.797,0.5,0.50,STABLE,0.00,11.68,229,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
495,0105,8/26/2014 5:43:45 AM ,3844,20.89,20.53,0.36,8.7,3213,0.062,0.372,0.309,7.2,0.836,0.5,0.50,STABLE,0.16,11.84,481,168,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
496,0105,8/26/2014 5:54:15 AM ,3326,20.89,20.58,0.31,8.7,2903,0.063,0.342,0.279,7.2,0.873,0.5,0.50,STABLE,0.00,11.84,72,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
497,0105,8/26/2014 6:04:45 AM ,3296,20.89,20.58,0.31,8.7,2774,0.063,0.330,0.267,7.3,0.842,0.5,0.50,STABLE,0.01,11.85,122,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
498,0105,8/26/2014 6:15:15 AM ,3989,20.89,20.51,0.37,8.8,3489,0.063,0.399,0.336,7.3,0.875,0.6,0.50,STABLE,0.18,12.03,701,292,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
499,0105,8/26/2014 6:25:45 AM ,4402,20.89,20.48,0.41,8.8,3867,0.063,0.435,0.372,7.3,0.878,0.6,0.50,STABLE,0.08,12.11,1435,766,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
500,0105,8/26/2014 6:36:15 AM ,4252,20.89,20.49,0.40,8.8,3764,0.063,0.426,0.362,7.3,0.885,0.6,0.50,STABLE,0.00,12.11,1211,635,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
501,0105,8/26/2014 6:46:45 AM ,3818,20.89,20.53,0.36,8.8,3272,0.063,0.378,0.315,7.3,0.857,0.5,0.50,STABLE,0.00,12.11,465,60,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
502,0105,8/26/2014 6:57:15 AM ,4210,20.89,20.50,0.39,8.8,3531,0.063,0.403,0.340,7.3,0.839,0.6,0.50,STABLE,0.11,12.22,1318,593,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
503,0105,8/26/2014 7:07:45 AM ,3337,20.90,20.59,0.31,8.9,2805,0.063,0.334,0.270,7.4,0.841,0.5,0.49,STABLE,0.00,12.22,382,43,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
504,0105,8/26/2014 7:18:15 AM ,3540,20.89,20.56,0.33,8.9,3036,0.063,0.356,0.292,7.4,0.857,0.5,0.50,STABLE,-0.01,12.21,551,69,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
505,0105,8/26/2014 7:28:45 AM ,3369,20.89,20.58,0.31,8.9,2700,0.063,0.323,0.260,7.4,0.801,0.5,0.49,STABLE,0.01,12.22,128,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
506,0105,8/26/2014 7:39:15 AM ,3205,20.88,20.58,0.30,8.9,2673,0.063,0.324,0.261,7.4,0.834,0.4,0.49,STABLE,-0.01,12.21,36,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
507,0105,8/26/2014 7:49:45 AM ,3390,20.89,20.58,0.31,8.9,2703,0.063,0.324,0.262,7.4,0.797,0.5,0.49,STABLE,0.00,12.21,48,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
508,0105,8/26/2014 8:00:15 AM ,3038,20.89,20.61,0.28,8.9,2456,0.063,0.299,0.237,7.4,0.808,0.4,0.49,STABLE,-0.01,12.20,121,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
509,0105,8/26/2014 8:10:45 AM ,2995,20.89,20.61,0.28,9.0,2402,0.062,0.297,0.234,7.4,0.802,0.4,0.49,STABLE,0.01,12.21,52,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
510,0105,8/26/2014 8:21:15 AM ,3318,20.89,20.58,0.31,9.0,2604,0.062,0.317,0.255,7.5,0.785,0.5,0.49,STABLE,-0.01,12.20,184,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
511,0105,8/26/2014 8:31:45 AM ,3044,20.89,20.61,0.29,9.0,2463,0.062,0.302,0.240,7.5,0.809,0.4,0.49,STABLE,0.00,12.20,86,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
512,0105,8/26/2014 8:42:15 AM ,3701,20.89,20.55,0.35,9.0,3131,0.062,0.364,0.302,7.5,0.846,0.5,0.49,STABLE,0.11,12.31,445,121,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
513,0105,8/26/2014 8:52:45 AM ,3783,20.89,20.54,0.35,9.0,3299,0.062,0.379,0.318,7.5,0.872,0.5,0.50,STABLE,-0.01,12.30,1066,491,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
514,0105,8/26/2014 9:03:15 AM ,3592,20.89,20.56,0.33,9.0,3013,0.062,0.352,0.290,7.5,0.839,0.5,0.50,STABLE,0.01,12.31,579,119,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
515,0105,8/26/2014 9:13:45 AM ,3628,20.89,20.56,0.34,9.1,2987,0.062,0.349,0.288,7.5,0.823,0.5,0.50,STABLE,-0.01,12.30,420,79,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
516,0105,8/26/2014 9:24:15 AM ,3395,20.89,20.58,0.31,9.1,2668,0.061,0.318,0.257,7.5,0.786,0.5,0.50,STABLE,0.01,12.31,5,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
517,0105,8/26/2014 9:34:45 AM ,2783,20.89,20.64,0.26,9.1,2198,0.061,0.273,0.212,7.6,0.790,0.4,0.49,STABLE,-0.01,12.30,113,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
518,0105,8/26/2014 9:45:15 AM ,3514,20.90,20.57,0.32,9.1,2712,0.061,0.322,0.261,7.6,0.772,0.5,0.50,STABLE,0.00,12.30,115,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
519,0105,8/26/2014 9:55:45 AM ,3137,20.89,20.61,0.29,9.1,2490,0.061,0.301,0.240,7.6,0.794,0.4,0.50,STABLE,0.00,12.30,89,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
520,0105,8/26/2014 10:06:15 AM ,3088,20.89,20.61,0.28,9.1,2411,0.061,0.293,0.232,7.6,0.781,0.4,0.50,STABLE,0.00,12.30,101,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
521,0105,8/26/2014 10:16:45 AM ,3123,20.89,20.61,0.29,9.2,2490,0.060,0.300,0.240,7.6,0.797,0.4,0.49,STABLE,0.00,12.30,351,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
522,0105,8/26/2014 10:27:15 AM ,3025,20.90,20.62,0.28,9.2,2357,0.060,0.288,0.228,7.6,0.779,0.4,0.49,STABLE,0.00,12.30,790,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
523,0105,8/26/2014 10:37:45 AM ,3104,20.89,20.61,0.29,9.2,2491,0.060,0.300,0.240,7.6,0.803,0.4,0.50,STABLE,0.00,12.30,76,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
524,0105,8/26/2014 10:48:15 AM ,3795,20.89,20.54,0.35,9.2,3095,0.060,0.358,0.298,7.6,0.816,0.5,0.50,DYNAMIC,0.03,12.33,218,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
525,0105,8/26/2014 10:58:45 AM ,3199,20.89,20.59,0.30,9.2,2821,0.060,0.331,0.272,7.7,0.882,0.4,0.50,STABLE,0.05,12.38,472,134,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
526,0105,8/26/2014 11:09:15 AM ,3263,20.90,20.59,0.31,9.2,2809,0.060,0.331,0.271,7.7,0.861,0.5,0.49,STABLE,0.00,12.38,81,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
527,0105,8/26/2014 11:19:45 AM ,3232,20.90,20.60,0.30,9.3,2669,0.060,0.317,0.257,7.7,0.826,0.4,0.49,STABLE,0.00,12.38,109,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
528,0105,8/26/2014 11:30:15 AM ,3325,20.90,20.59,0.31,9.3,2678,0.060,0.318,0.258,7.7,0.806,0.5,0.49,STABLE,0.01,12.39,194,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
529,0105,8/26/2014 11:40:45 AM ,3145,20.90,20.61,0.29,9.3,2542,0.059,0.304,0.245,7.7,0.808,0.4,0.50,STABLE,-0.01,12.38,357,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
530,0105,8/26/2014 11:51:15 AM ,3513,20.90,20.58,0.32,9.3,2775,0.060,0.326,0.267,7.7,0.790,0.5,0.50,STABLE,0.00,12.38,132,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
