Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:00 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0102
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,KO1
Subject Mass (G), 27.1 
ko 349,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
214,0102,8/24/2014 4:28:45 AM ,3921,20.89,20.55,0.34,3.4,3367,0.063,0.367,0.304,2.8,0.859,0.5,0.50,STABLE,0.00,4.99,912,516,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
215,0102,8/24/2014 4:39:15 AM ,2640,20.89,20.66,0.23,3.4,2171,0.063,0.259,0.196,2.8,0.823,0.3,0.50,STABLE,0.00,4.99,109,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
216,0102,8/24/2014 4:49:45 AM ,3166,20.89,20.62,0.27,3.4,2511,0.063,0.290,0.227,2.8,0.793,0.4,0.50,STABLE,0.00,4.99,20,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
217,0102,8/24/2014 5:00:15 AM ,2959,20.89,20.63,0.26,3.4,2503,0.063,0.289,0.226,2.8,0.846,0.4,0.50,STABLE,0.07,5.06,259,106,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
218,0102,8/24/2014 5:10:45 AM ,3298,20.89,20.60,0.29,3.4,2688,0.063,0.306,0.243,2.9,0.815,0.4,0.50,STABLE,0.00,5.06,29,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
219,0102,8/24/2014 5:21:15 AM ,4280,20.89,20.52,0.37,3.4,3538,0.063,0.383,0.320,2.9,0.827,0.6,0.50,STABLE,0.00,5.06,495,239,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
220,0102,8/24/2014 5:31:45 AM ,4518,20.89,20.50,0.39,3.5,3762,0.063,0.403,0.340,2.9,0.833,0.6,0.50,STABLE,0.04,5.10,1105,698,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
221,0102,8/24/2014 5:42:15 AM ,4394,20.89,20.51,0.38,3.5,3637,0.063,0.393,0.330,2.9,0.828,0.6,0.50,STABLE,0.02,5.12,1435,944,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
222,0102,8/24/2014 5:52:45 AM ,3785,20.89,20.56,0.33,3.5,3104,0.063,0.344,0.281,2.9,0.820,0.5,0.50,STABLE,0.01,5.13,672,305,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
223,0102,8/24/2014 6:03:15 AM ,3195,20.89,20.62,0.28,3.5,2551,0.063,0.294,0.231,2.9,0.798,0.4,0.50,STABLE,0.00,5.13,316,88,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
224,0102,8/24/2014 6:13:45 AM ,4348,20.89,20.52,0.38,3.5,3389,0.063,0.370,0.307,3.0,0.780,0.6,0.50,STABLE,0.03,5.16,1232,806,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
225,0102,8/24/2014 6:24:15 AM ,3621,20.89,20.58,0.31,3.6,2875,0.063,0.323,0.260,3.0,0.794,0.5,0.50,STABLE,0.01,5.17,557,197,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
226,0102,8/24/2014 6:34:45 AM ,3021,20.89,20.63,0.26,3.6,2381,0.063,0.278,0.215,3.0,0.788,0.4,0.50,STABLE,0.00,5.17,410,58,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
227,0102,8/24/2014 6:45:15 AM ,3020,20.89,20.63,0.26,3.6,2289,0.063,0.270,0.207,3.0,0.758,0.4,0.50,STABLE,0.04,5.21,81,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
228,0102,8/24/2014 6:55:45 AM ,3309,20.89,20.61,0.28,3.6,2464,0.063,0.286,0.223,3.0,0.745,0.4,0.50,STABLE,0.00,5.21,7,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
229,0102,8/24/2014 7:06:15 AM ,3641,20.89,20.57,0.32,3.6,2954,0.063,0.330,0.267,3.0,0.811,0.5,0.50,STABLE,0.01,5.22,314,152,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
230,0102,8/24/2014 7:16:45 AM ,4528,20.89,20.50,0.39,3.6,3682,0.063,0.396,0.333,3.0,0.813,0.6,0.50,STABLE,0.02,5.24,766,370,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
231,0102,8/24/2014 7:27:15 AM ,3987,20.89,20.54,0.35,3.7,3279,0.063,0.360,0.296,3.0,0.822,0.5,0.50,DYNAMIC,0.04,5.28,1023,561,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
232,0102,8/24/2014 7:37:45 AM ,3889,20.89,20.55,0.34,3.7,3231,0.063,0.355,0.292,3.1,0.831,0.5,0.50,STABLE,0.05,5.33,672,238,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
233,0102,8/24/2014 7:48:15 AM ,3381,20.89,20.60,0.29,3.7,2779,0.063,0.314,0.251,3.1,0.822,0.4,0.50,STABLE,0.01,5.34,483,66,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
234,0102,8/24/2014 7:58:45 AM ,3095,20.89,20.63,0.27,3.7,2332,0.063,0.274,0.211,3.1,0.754,0.4,0.50,STABLE,0.00,5.34,36,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
235,0102,8/24/2014 8:09:15 AM ,3078,20.89,20.63,0.26,3.7,2335,0.062,0.273,0.211,3.1,0.759,0.4,0.50,STABLE,0.00,5.34,57,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
236,0102,8/24/2014 8:19:45 AM ,3213,20.89,20.62,0.28,3.7,2420,0.062,0.281,0.219,3.1,0.753,0.4,0.50,STABLE,0.00,5.34,2,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
237,0102,8/24/2014 8:30:15 AM ,2958,20.89,20.64,0.25,3.8,2246,0.062,0.265,0.203,3.1,0.759,0.4,0.50,STABLE,0.00,5.34,0,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
238,0102,8/24/2014 8:40:45 AM ,2904,20.89,20.64,0.25,3.8,2373,0.062,0.276,0.215,3.1,0.817,0.4,0.50,STABLE,0.11,5.45,412,96,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
239,0102,8/24/2014 8:51:15 AM ,2649,20.89,20.66,0.23,3.8,2209,0.061,0.261,0.200,3.1,0.834,0.3,0.50,STABLE,0.00,5.45,10,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
240,0102,8/24/2014 9:01:45 AM ,3189,20.89,20.62,0.28,3.8,2545,0.061,0.291,0.230,3.2,0.798,0.4,0.50,STABLE,0.00,5.45,10,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
241,0102,8/24/2014 9:12:15 AM ,3104,20.89,20.63,0.27,3.8,2445,0.061,0.282,0.221,3.2,0.788,0.4,0.50,STABLE,0.00,5.45,22,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
242,0102,8/24/2014 9:22:45 AM ,2962,20.90,20.64,0.26,3.8,2361,0.061,0.274,0.213,3.2,0.797,0.4,0.50,STABLE,0.00,5.45,50,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
243,0102,8/24/2014 9:33:15 AM ,2978,20.90,20.64,0.26,3.8,2340,0.060,0.272,0.211,3.2,0.786,0.4,0.50,STABLE,0.00,5.45,21,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
244,0102,8/24/2014 9:43:45 AM ,2855,20.90,20.65,0.25,3.9,2400,0.060,0.277,0.217,3.2,0.841,0.4,0.50,STABLE,0.00,5.45,230,56,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
245,0102,8/24/2014 9:54:15 AM ,2830,20.90,20.65,0.25,3.9,2321,0.060,0.270,0.210,3.2,0.820,0.4,0.50,STABLE,0.01,5.46,309,83,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
246,0102,8/24/2014 10:04:45 AM ,3060,20.90,20.64,0.26,3.9,2323,0.060,0.270,0.210,3.2,0.759,0.4,0.50,STABLE,0.00,5.46,11,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
247,0102,8/24/2014 10:15:15 AM ,2947,20.90,20.64,0.25,3.9,2253,0.060,0.263,0.204,3.2,0.764,0.4,0.50,STABLE,0.00,5.46,10,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
248,0102,8/24/2014 10:25:45 AM ,2248,20.90,20.70,0.20,3.9,1928,0.059,0.234,0.174,3.2,0.858,0.3,0.50,STABLE,0.18,5.64,108,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
249,0102,8/24/2014 10:36:15 AM ,3111,20.90,20.63,0.27,3.9,2617,0.059,0.296,0.237,3.3,0.841,0.4,0.50,STABLE,0.01,5.65,35,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
250,0102,8/24/2014 10:46:45 AM ,3244,20.90,20.61,0.28,3.9,2741,0.059,0.307,0.248,3.3,0.845,0.4,0.50,STABLE,0.00,5.65,58,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
251,0102,8/24/2014 10:57:15 AM ,2680,20.90,20.66,0.23,3.9,2226,0.059,0.260,0.201,3.3,0.831,0.4,0.50,STABLE,0.00,5.65,19,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
252,0102,8/24/2014 11:07:45 AM ,3041,20.90,20.64,0.26,4.0,2344,0.059,0.270,0.212,3.3,0.771,0.4,0.50,STABLE,0.00,5.65,26,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
253,0102,8/24/2014 11:18:15 AM ,2809,20.90,20.65,0.25,4.0,2347,0.058,0.271,0.212,3.3,0.835,0.4,0.50,STABLE,0.00,5.65,7,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
254,0102,8/24/2014 11:28:45 AM ,3162,20.90,20.62,0.28,4.0,2654,0.058,0.298,0.240,3.3,0.839,0.4,0.50,STABLE,0.10,5.75,144,54,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
255,0102,8/24/2014 11:39:15 AM ,3395,20.90,20.60,0.30,4.0,3121,0.058,0.340,0.282,3.3,0.919,0.5,0.50,STABLE,0.00,5.75,353,100,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
256,0102,8/24/2014 11:49:45 AM ,3176,20.90,20.62,0.28,4.0,2726,0.058,0.305,0.247,3.3,0.858,0.4,0.50,STABLE,0.00,5.75,535,321,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
257,0102,8/24/2014 12:00:15 PM ,2921,20.90,20.64,0.26,4.0,2438,0.058,0.279,0.221,3.4,0.835,0.4,0.50,STABLE,0.00,5.75,116,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
258,0102,8/24/2014 12:10:45 PM ,2850,20.89,20.64,0.25,4.0,2408,0.058,0.276,0.218,3.4,0.845,0.4,0.50,STABLE,0.00,5.75,5,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
259,0102,8/24/2014 12:21:15 PM ,3029,20.90,20.64,0.26,4.1,2393,0.058,0.274,0.217,3.4,0.790,0.4,0.50,STABLE,0.00,5.75,37,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
260,0102,8/24/2014 12:31:45 PM ,2926,20.90,20.64,0.26,4.1,2420,0.058,0.277,0.219,3.4,0.827,0.4,0.50,STABLE,0.00,5.75,14,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
261,0102,8/24/2014 12:42:15 PM ,2769,20.90,20.66,0.24,4.1,2270,0.058,0.263,0.205,3.4,0.820,0.4,0.50,STABLE,0.01,5.76,34,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
262,0102,8/24/2014 12:52:45 PM ,2887,20.90,20.65,0.25,4.1,2359,0.058,0.271,0.213,3.4,0.817,0.4,0.50,STABLE,0.00,5.76,30,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
263,0102,8/24/2014 1:03:15 PM ,2905,20.90,20.65,0.25,4.1,2348,0.057,0.270,0.212,3.4,0.808,0.4,0.50,DYNAMIC,-0.01,5.75,14,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
264,0102,8/24/2014 1:13:45 PM ,3113,20.90,20.62,0.28,4.1,2814,0.057,0.312,0.254,3.4,0.904,0.4,0.50,STABLE,0.16,5.91,288,60,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
265,0102,8/24/2014 1:24:15 PM ,2881,20.90,20.64,0.25,4.1,2523,0.057,0.286,0.228,3.4,0.876,0.4,0.50,STABLE,0.00,5.91,15,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
266,0102,8/24/2014 1:34:45 PM ,2640,20.90,20.67,0.23,4.2,2287,0.057,0.264,0.207,3.5,0.866,0.3,0.50,STABLE,0.00,5.91,45,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
267,0102,8/24/2014 1:45:15 PM ,2867,20.90,20.65,0.25,4.2,2384,0.057,0.273,0.216,3.5,0.832,0.4,0.50,STABLE,0.00,5.91,4,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
268,0102,8/24/2014 1:55:45 PM ,3086,20.90,20.63,0.27,4.2,2634,0.057,0.295,0.238,3.5,0.854,0.4,0.50,STABLE,0.10,6.01,65,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
269,0102,8/24/2014 2:06:15 PM ,2575,20.90,20.67,0.23,4.2,2296,0.057,0.265,0.208,3.5,0.891,0.3,0.50,STABLE,0.00,6.01,7,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
270,0102,8/24/2014 2:16:45 PM ,2676,20.90,20.66,0.24,4.2,2349,0.057,0.269,0.213,3.5,0.878,0.4,0.50,STABLE,0.00,6.01,50,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
271,0102,8/24/2014 2:27:15 PM ,3297,20.90,20.61,0.29,4.2,2995,0.056,0.328,0.271,3.5,0.909,0.4,0.50,STABLE,0.00,6.01,260,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
272,0102,8/24/2014 2:37:45 PM ,3152,20.90,20.62,0.28,4.2,2785,0.056,0.309,0.252,3.5,0.884,0.4,0.50,STABLE,0.00,6.01,232,44,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
273,0102,8/24/2014 2:48:15 PM ,3117,20.90,20.63,0.27,4.3,2511,0.056,0.284,0.227,3.5,0.806,0.4,0.50,STABLE,0.01,6.02,53,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
274,0102,8/24/2014 2:58:45 PM ,2983,20.90,20.64,0.26,4.3,2380,0.057,0.272,0.215,3.6,0.798,0.4,0.50,STABLE,0.00,6.02,2,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
275,0102,8/24/2014 3:09:15 PM ,2796,20.90,20.66,0.25,4.3,2375,0.057,0.272,0.215,3.6,0.849,0.4,0.50,STABLE,0.00,6.02,199,17,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
276,0102,8/24/2014 3:19:45 PM ,3968,20.90,20.55,0.35,4.3,3361,0.056,0.361,0.304,3.6,0.847,0.5,0.50,DYNAMIC,0.00,6.02,683,359,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
277,0102,8/24/2014 3:30:15 PM ,3909,20.90,20.56,0.34,4.3,3258,0.057,0.351,0.295,3.6,0.833,0.5,0.50,STABLE,0.03,6.05,856,430,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
278,0102,8/24/2014 3:40:45 PM ,3118,20.90,20.63,0.27,4.3,2664,0.057,0.297,0.241,3.6,0.855,0.4,0.50,STABLE,0.01,6.06,187,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
279,0102,8/24/2014 3:51:15 PM ,2997,20.90,20.64,0.26,4.3,2362,0.056,0.270,0.214,3.6,0.788,0.4,0.50,STABLE,0.00,6.06,16,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
280,0102,8/24/2014 4:01:45 PM ,2803,20.90,20.66,0.24,4.4,2189,0.056,0.254,0.198,3.6,0.781,0.4,0.50,STABLE,0.00,6.06,11,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
281,0102,8/24/2014 4:12:15 PM ,2843,20.90,20.66,0.25,4.4,2210,0.056,0.256,0.200,3.6,0.777,0.4,0.50,STABLE,0.00,6.06,14,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
282,0102,8/24/2014 4:22:45 PM ,2637,20.90,20.67,0.23,4.4,2213,0.056,0.256,0.200,3.7,0.839,0.3,0.50,STABLE,0.12,6.18,59,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
283,0102,8/24/2014 4:33:15 PM ,2796,20.90,20.66,0.24,4.4,2328,0.056,0.267,0.211,3.7,0.833,0.4,0.50,STABLE,0.00,6.18,25,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
284,0102,8/24/2014 4:43:45 PM ,2845,20.90,20.65,0.25,4.4,2411,0.056,0.274,0.218,3.7,0.848,0.4,0.50,STABLE,0.00,6.18,15,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
285,0102,8/24/2014 4:54:15 PM ,2907,20.90,20.65,0.25,4.4,2437,0.056,0.277,0.221,3.7,0.838,0.4,0.50,STABLE,0.01,6.19,10,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
286,0102,8/24/2014 5:04:45 PM ,2761,20.90,20.66,0.24,4.4,2410,0.056,0.274,0.218,3.7,0.873,0.4,0.50,STABLE,0.00,6.19,103,50,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
287,0102,8/24/2014 5:15:15 PM ,2683,20.90,20.67,0.23,4.5,2225,0.056,0.257,0.201,3.7,0.829,0.4,0.50,STABLE,0.00,6.19,17,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
288,0102,8/24/2014 5:25:45 PM ,3396,20.90,20.60,0.30,4.5,2959,0.056,0.324,0.268,3.7,0.871,0.4,0.50,STABLE,0.00,6.19,329,64,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
289,0102,8/24/2014 5:36:15 PM ,2588,20.90,20.68,0.23,4.5,2105,0.056,0.247,0.191,3.7,0.813,0.3,0.50,DYNAMIC,0.00,6.19,176,97,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
290,0102,8/24/2014 5:46:45 PM ,2725,20.90,20.66,0.24,4.5,2213,0.056,0.257,0.200,3.7,0.812,0.4,0.50,STABLE,0.11,6.30,31,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
291,0102,8/24/2014 5:57:15 PM ,2943,20.90,20.64,0.26,4.5,2462,0.057,0.279,0.223,3.8,0.837,0.4,0.50,STABLE,0.00,6.30,30,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
292,0102,8/24/2014 6:07:45 PM ,3130,20.90,20.63,0.27,4.5,2641,0.057,0.296,0.239,3.8,0.844,0.4,0.50,STABLE,0.13,6.43,107,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
293,0102,8/24/2014 6:18:15 PM ,2765,20.90,20.66,0.24,4.5,2450,0.057,0.279,0.222,3.8,0.886,0.4,0.50,STABLE,0.00,6.43,18,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
294,0102,8/24/2014 6:28:45 PM ,2952,20.90,20.64,0.26,4.6,2554,0.057,0.288,0.231,3.8,0.865,0.4,0.50,STABLE,0.00,6.43,35,17,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
295,0102,8/24/2014 6:39:15 PM ,3526,20.90,20.59,0.31,4.6,3198,0.057,0.346,0.290,3.8,0.907,0.5,0.50,STABLE,0.00,6.43,484,88,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
296,0102,8/24/2014 6:49:45 PM ,3852,20.90,20.56,0.34,4.6,3377,0.057,0.363,0.306,3.8,0.877,0.5,0.50,STABLE,0.01,6.44,341,65,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
297,0102,8/24/2014 7:00:15 PM ,3930,20.90,20.56,0.34,4.6,3283,0.057,0.354,0.297,3.8,0.835,0.5,0.50,STABLE,0.00,6.44,1100,742,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
298,0102,8/24/2014 7:10:45 PM ,3878,20.90,20.56,0.34,4.6,3159,0.058,0.344,0.286,3.9,0.815,0.5,0.50,DYNAMIC,0.00,6.44,1091,655,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
299,0102,8/24/2014 7:21:15 PM ,3480,20.90,20.60,0.30,4.6,2796,0.058,0.312,0.253,3.9,0.804,0.5,0.50,STABLE,0.01,6.45,410,88,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
300,0102,8/24/2014 7:31:45 PM ,3452,20.90,20.60,0.30,4.7,2656,0.059,0.299,0.241,3.9,0.769,0.4,0.50,STABLE,0.00,6.45,46,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
301,0102,8/24/2014 7:42:15 PM ,4337,20.90,20.52,0.38,4.7,3530,0.059,0.378,0.320,3.9,0.814,0.6,0.50,STABLE,0.09,6.54,427,136,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
302,0102,8/24/2014 7:52:45 PM ,4185,20.90,20.53,0.36,4.7,3431,0.059,0.370,0.311,3.9,0.820,0.5,0.50,STABLE,0.00,6.54,1019,638,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
303,0102,8/24/2014 8:03:15 PM ,4200,20.89,20.53,0.37,4.7,3494,0.060,0.376,0.316,3.9,0.832,0.6,0.50,STABLE,0.09,6.63,914,540,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
304,0102,8/24/2014 8:13:45 PM ,3640,20.90,20.58,0.32,4.7,3080,0.060,0.339,0.279,3.9,0.846,0.5,0.50,STABLE,0.00,6.63,302,103,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
305,0102,8/24/2014 8:24:15 PM ,4240,20.90,20.53,0.37,4.8,3517,0.060,0.378,0.318,4.0,0.830,0.6,0.50,STABLE,0.12,6.75,1223,815,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
306,0102,8/24/2014 8:34:45 PM ,3731,20.90,20.57,0.33,4.8,3176,0.060,0.348,0.287,4.0,0.851,0.5,0.50,STABLE,0.00,6.75,768,395,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
307,0102,8/24/2014 8:45:15 PM ,3143,20.89,20.62,0.27,4.8,2601,0.060,0.296,0.235,4.0,0.828,0.4,0.50,STABLE,0.01,6.76,118,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
308,0102,8/24/2014 8:55:45 PM ,3557,20.89,20.59,0.31,4.8,2789,0.060,0.313,0.253,4.0,0.784,0.5,0.50,STABLE,-0.01,6.75,40,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
309,0102,8/24/2014 9:06:15 PM ,3707,20.89,20.57,0.32,4.8,3018,0.061,0.334,0.273,4.0,0.814,0.5,0.50,STABLE,0.09,6.84,192,64,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
310,0102,8/24/2014 9:16:45 PM ,4228,20.89,20.52,0.37,4.8,3669,0.061,0.393,0.332,4.0,0.868,0.6,0.50,DYNAMIC,0.01,6.85,858,516,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
311,0102,8/24/2014 9:27:15 PM ,4578,20.89,20.49,0.40,4.9,3948,0.061,0.418,0.357,4.0,0.862,0.6,0.50,STABLE,0.07,6.92,1337,859,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
312,0102,8/24/2014 9:37:45 PM ,3754,20.90,20.57,0.33,4.9,3170,0.061,0.348,0.287,4.1,0.844,0.5,0.50,STABLE,0.01,6.93,761,428,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
313,0102,8/24/2014 9:48:15 PM ,2903,20.89,20.64,0.25,4.9,2419,0.061,0.280,0.219,4.1,0.833,0.4,0.50,STABLE,0.00,6.93,60,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
314,0102,8/24/2014 9:58:45 PM ,3047,20.88,20.61,0.27,4.9,2653,0.063,0.303,0.240,4.1,0.871,0.4,0.50,STABLE,0.09,7.02,162,87,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
315,0102,8/24/2014 10:09:15 PM ,3276,20.89,20.61,0.29,4.9,2772,0.062,0.312,0.250,4.1,0.846,0.4,0.50,STABLE,0.01,7.03,195,49,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
316,0102,8/24/2014 10:19:45 PM ,3539,20.91,20.60,0.31,4.9,2828,0.062,0.317,0.255,4.1,0.799,0.5,0.50,STABLE,0.00,7.03,284,50,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
317,0102,8/24/2014 10:30:15 PM ,3410,20.89,20.60,0.30,5.0,2797,0.062,0.314,0.253,4.1,0.820,0.4,0.50,STABLE,0.12,7.15,79,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
318,0102,8/24/2014 10:40:45 PM ,3697,20.89,20.57,0.32,5.0,3045,0.062,0.337,0.275,4.1,0.824,0.5,0.50,STABLE,0.00,7.15,82,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
319,0102,8/24/2014 10:51:15 PM ,3560,20.89,20.58,0.31,5.0,2956,0.062,0.329,0.267,4.2,0.830,0.5,0.50,STABLE,0.10,7.25,122,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
