Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:12 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0106
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,KO3
Subject Mass (G), 28.5 
ko350,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
248,0106,8/24/2014 10:31:45 AM ,3225,20.90,20.60,0.30,4.5,2595,0.059,0.309,0.249,3.8,0.805,0.4,0.49,STABLE,0.01,6.37,33,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
249,0106,8/24/2014 10:42:15 AM ,3162,20.90,20.61,0.29,4.5,2494,0.059,0.297,0.238,3.8,0.789,0.4,0.50,STABLE,-0.01,6.36,19,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
250,0106,8/24/2014 10:52:45 AM ,2797,20.90,20.64,0.26,4.5,2208,0.059,0.271,0.212,3.8,0.789,0.4,0.50,STABLE,0.01,6.37,130,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
251,0106,8/24/2014 11:03:15 AM ,2943,20.90,20.63,0.27,4.5,2320,0.059,0.281,0.223,3.8,0.788,0.4,0.50,STABLE,-0.01,6.36,35,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
252,0106,8/24/2014 11:13:45 AM ,2929,20.90,20.63,0.27,4.6,2316,0.059,0.280,0.222,3.8,0.791,0.4,0.50,STABLE,0.01,6.37,10,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
253,0106,8/24/2014 11:24:15 AM ,3384,20.90,20.58,0.31,4.6,2903,0.058,0.336,0.277,3.8,0.858,0.5,0.50,STABLE,0.07,6.44,312,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
254,0106,8/24/2014 11:34:45 AM ,3206,20.90,20.60,0.30,4.6,2670,0.058,0.315,0.257,3.8,0.833,0.4,0.49,STABLE,0.00,6.44,23,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
255,0106,8/24/2014 11:45:15 AM ,3530,20.90,20.58,0.32,4.6,2804,0.058,0.327,0.269,3.9,0.794,0.5,0.50,STABLE,0.00,6.44,34,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
256,0106,8/24/2014 11:55:45 AM ,3336,20.90,20.59,0.31,4.6,2834,0.058,0.329,0.271,3.9,0.850,0.5,0.50,STABLE,0.12,6.56,164,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
257,0106,8/24/2014 12:06:15 PM ,3557,20.90,20.57,0.33,4.6,3233,0.058,0.367,0.309,3.9,0.909,0.5,0.50,STABLE,0.01,6.57,396,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
258,0106,8/24/2014 12:16:45 PM ,3159,20.89,20.59,0.30,4.7,2827,0.058,0.330,0.272,3.9,0.895,0.4,0.49,STABLE,-0.01,6.56,52,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
259,0106,8/24/2014 12:27:15 PM ,3415,20.90,20.58,0.32,4.7,2833,0.058,0.330,0.272,3.9,0.830,0.5,0.49,STABLE,0.01,6.57,93,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
260,0106,8/24/2014 12:37:45 PM ,3720,20.90,20.55,0.34,4.7,3153,0.058,0.359,0.301,3.9,0.847,0.5,0.50,STABLE,0.07,6.64,158,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
261,0106,8/24/2014 12:48:15 PM ,3041,20.90,20.62,0.28,4.7,2739,0.058,0.320,0.262,3.9,0.900,0.4,0.50,STABLE,0.01,6.65,65,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
262,0106,8/24/2014 12:58:45 PM ,3492,20.90,20.57,0.33,4.7,3161,0.058,0.359,0.301,4.0,0.905,0.5,0.50,STABLE,0.00,6.65,99,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
263,0106,8/24/2014 1:09:15 PM ,3954,20.90,20.53,0.36,4.7,3285,0.057,0.371,0.314,4.0,0.831,0.5,0.50,STABLE,0.00,6.65,315,88,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
264,0106,8/24/2014 1:19:45 PM ,3868,20.90,20.54,0.36,4.8,3352,0.057,0.377,0.320,4.0,0.867,0.5,0.50,STABLE,0.00,6.65,326,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
265,0106,8/24/2014 1:30:15 PM ,3204,20.90,20.60,0.30,4.8,2832,0.057,0.329,0.271,4.0,0.884,0.4,0.50,STABLE,0.00,6.65,178,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
266,0106,8/24/2014 1:40:45 PM ,3642,20.90,20.56,0.34,4.8,2929,0.057,0.339,0.282,4.0,0.804,0.5,0.49,STABLE,0.00,6.65,81,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
267,0106,8/24/2014 1:51:15 PM ,3350,20.90,20.59,0.31,4.8,2642,0.057,0.311,0.254,4.0,0.789,0.5,0.49,STABLE,0.00,6.65,38,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
268,0106,8/24/2014 2:01:45 PM ,3205,20.90,20.61,0.29,4.8,2554,0.057,0.301,0.244,4.1,0.797,0.4,0.50,STABLE,0.00,6.65,38,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
269,0106,8/24/2014 2:12:15 PM ,3754,20.90,20.55,0.35,4.8,3028,0.057,0.348,0.291,4.1,0.807,0.5,0.49,STABLE,0.07,6.72,142,31,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
270,0106,8/24/2014 2:22:45 PM ,2908,20.90,20.63,0.27,4.9,2502,0.057,0.297,0.240,4.1,0.860,0.4,0.50,STABLE,0.00,6.72,18,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
271,0106,8/24/2014 2:33:15 PM ,3421,20.90,20.59,0.32,4.9,2879,0.056,0.332,0.276,4.1,0.842,0.5,0.50,STABLE,0.00,6.72,53,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
272,0106,8/24/2014 2:43:45 PM ,3331,20.90,20.59,0.31,4.9,2727,0.056,0.317,0.260,4.1,0.819,0.5,0.50,STABLE,0.01,6.73,17,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
273,0106,8/24/2014 2:54:15 PM ,3576,20.90,20.57,0.33,4.9,3191,0.056,0.361,0.304,4.1,0.892,0.5,0.50,STABLE,0.06,6.79,305,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
274,0106,8/24/2014 3:04:45 PM ,3294,20.90,20.60,0.31,4.9,2860,0.057,0.329,0.273,4.1,0.868,0.5,0.50,STABLE,0.01,6.80,201,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
275,0106,8/24/2014 3:15:15 PM ,3221,20.90,20.60,0.30,4.9,2637,0.057,0.309,0.252,4.2,0.819,0.4,0.50,STABLE,0.00,6.80,17,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
276,0106,8/24/2014 3:25:45 PM ,3557,20.90,20.57,0.33,5.0,3067,0.056,0.349,0.293,4.2,0.862,0.5,0.50,STABLE,0.00,6.80,278,92,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
277,0106,8/24/2014 3:36:15 PM ,3529,20.90,20.57,0.33,5.0,3017,0.057,0.344,0.288,4.2,0.855,0.5,0.50,STABLE,0.00,6.80,263,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
278,0106,8/24/2014 3:46:45 PM ,3155,20.90,20.61,0.29,5.0,2566,0.057,0.301,0.245,4.2,0.813,0.4,0.50,STABLE,0.00,6.80,40,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
279,0106,8/24/2014 3:57:15 PM ,3239,20.90,20.60,0.30,5.0,2665,0.056,0.311,0.255,4.2,0.823,0.4,0.50,STABLE,0.05,6.85,36,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
280,0106,8/24/2014 4:07:45 PM ,3156,20.90,20.61,0.29,5.0,2651,0.056,0.309,0.253,4.2,0.840,0.4,0.50,STABLE,-0.01,6.84,7,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
281,0106,8/24/2014 4:18:15 PM ,3432,20.90,20.58,0.32,5.0,2842,0.056,0.330,0.274,4.2,0.828,0.5,0.49,STABLE,0.01,6.85,211,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
282,0106,8/24/2014 4:28:45 PM ,3689,20.90,20.56,0.34,5.1,3131,0.056,0.356,0.300,4.2,0.849,0.5,0.50,STABLE,-0.01,6.84,231,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
283,0106,8/24/2014 4:39:15 PM ,3341,20.90,20.59,0.31,5.1,2753,0.056,0.320,0.264,4.3,0.824,0.5,0.50,STABLE,0.00,6.84,104,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
284,0106,8/24/2014 4:49:45 PM ,3483,20.90,20.58,0.32,5.1,2827,0.056,0.326,0.270,4.3,0.812,0.5,0.50,STABLE,0.01,6.85,205,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
285,0106,8/24/2014 5:00:15 PM ,3063,20.90,20.62,0.28,5.1,2414,0.056,0.287,0.231,4.3,0.788,0.4,0.50,STABLE,-0.01,6.84,42,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
286,0106,8/24/2014 5:10:45 PM ,2897,20.90,20.64,0.26,5.1,2291,0.056,0.275,0.219,4.3,0.791,0.4,0.50,STABLE,0.01,6.85,97,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
287,0106,8/24/2014 5:21:15 PM ,3019,20.90,20.62,0.28,5.1,2433,0.056,0.289,0.233,4.3,0.806,0.4,0.50,STABLE,0.05,6.90,170,56,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
288,0106,8/24/2014 5:31:45 PM ,3211,20.90,20.61,0.29,5.2,2604,0.056,0.305,0.249,4.3,0.811,0.4,0.50,STABLE,0.00,6.90,14,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
289,0106,8/24/2014 5:42:15 PM ,3237,20.90,20.60,0.30,5.2,2616,0.056,0.306,0.250,4.3,0.808,0.4,0.50,STABLE,0.11,7.01,29,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
290,0106,8/24/2014 5:52:45 PM ,3629,20.90,20.56,0.34,5.2,3279,0.056,0.369,0.313,4.4,0.903,0.5,0.50,STABLE,0.00,7.01,385,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
291,0106,8/24/2014 6:03:15 PM ,4249,20.90,20.51,0.39,5.2,3620,0.057,0.403,0.346,4.4,0.852,0.6,0.50,STABLE,0.01,7.02,1139,734,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
292,0106,8/24/2014 6:13:45 PM ,3375,20.90,20.59,0.31,5.2,2954,0.057,0.339,0.282,4.4,0.875,0.5,0.50,STABLE,0.01,7.03,562,157,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
293,0106,8/24/2014 6:24:15 PM ,2820,20.90,20.64,0.26,5.2,2450,0.057,0.291,0.234,4.4,0.869,0.4,0.50,STABLE,0.00,7.03,180,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
294,0106,8/24/2014 6:34:45 PM ,3333,20.90,20.60,0.30,5.3,2620,0.057,0.307,0.250,4.4,0.786,0.5,0.50,STABLE,0.00,7.03,69,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
295,0106,8/24/2014 6:45:15 PM ,3622,20.90,20.57,0.33,5.3,2917,0.057,0.336,0.279,4.4,0.805,0.5,0.50,STABLE,0.14,7.17,84,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
296,0106,8/24/2014 6:55:45 PM ,3574,20.90,20.57,0.33,5.3,3065,0.057,0.350,0.293,4.4,0.858,0.5,0.50,STABLE,0.00,7.17,64,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
297,0106,8/24/2014 7:06:15 PM ,3619,20.90,20.56,0.34,5.3,3233,0.057,0.367,0.309,4.5,0.893,0.5,0.50,STABLE,0.00,7.17,254,49,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
298,0106,8/24/2014 7:16:45 PM ,4513,20.90,20.48,0.42,5.3,4012,0.058,0.444,0.386,4.5,0.889,0.6,0.49,STABLE,0.00,7.17,664,264,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
299,0106,8/24/2014 7:27:15 PM ,3868,20.90,20.54,0.36,5.4,3322,0.058,0.378,0.320,4.5,0.859,0.5,0.49,STABLE,0.02,7.19,674,267,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
300,0106,8/24/2014 7:37:45 PM ,3665,20.90,20.56,0.34,5.4,3037,0.059,0.349,0.290,4.5,0.829,0.5,0.50,STABLE,0.00,7.19,108,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
301,0106,8/24/2014 7:48:15 PM ,4302,20.90,20.50,0.40,5.4,3620,0.059,0.405,0.346,4.5,0.841,0.6,0.50,STABLE,0.13,7.32,226,47,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
302,0106,8/24/2014 7:58:45 PM ,5002,20.90,20.43,0.47,5.4,4432,0.059,0.482,0.423,4.5,0.886,0.7,0.50,STABLE,0.01,7.33,766,379,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
303,0106,8/24/2014 8:09:15 PM ,4118,20.89,20.51,0.38,5.4,3500,0.060,0.395,0.335,4.6,0.850,0.6,0.50,STABLE,-0.01,7.32,947,487,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
304,0106,8/24/2014 8:19:45 PM ,3504,20.90,20.57,0.32,5.5,3015,0.060,0.348,0.288,4.6,0.860,0.5,0.50,DYNAMIC,0.09,7.41,272,106,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
305,0106,8/24/2014 8:30:15 PM ,4719,20.90,20.46,0.44,5.5,4144,0.060,0.455,0.395,4.6,0.878,0.7,0.50,STABLE,0.08,7.49,1499,953,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
306,0106,8/24/2014 8:40:45 PM ,4224,20.90,20.50,0.39,5.5,3613,0.060,0.405,0.345,4.6,0.855,0.6,0.50,STABLE,0.00,7.49,393,94,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
307,0106,8/24/2014 8:51:15 PM ,3772,20.89,20.54,0.35,5.5,3303,0.060,0.376,0.315,4.6,0.876,0.5,0.50,STABLE,0.04,7.53,270,81,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
308,0106,8/24/2014 9:01:45 PM ,4748,20.89,20.45,0.44,5.5,4163,0.060,0.459,0.398,4.7,0.877,0.7,0.50,STABLE,0.20,7.73,1112,659,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
309,0106,8/24/2014 9:12:15 PM ,4481,20.89,20.47,0.42,5.6,3930,0.061,0.439,0.378,4.7,0.877,0.6,0.49,STABLE,0.11,7.84,856,405,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
310,0106,8/24/2014 9:22:45 PM ,3461,20.89,20.57,0.32,5.6,3019,0.061,0.352,0.291,4.7,0.872,0.5,0.49,STABLE,0.00,7.84,151,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
311,0106,8/24/2014 9:33:15 PM ,3494,20.89,20.57,0.33,5.6,2996,0.061,0.349,0.288,4.7,0.858,0.5,0.49,STABLE,-0.01,7.83,47,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
312,0106,8/24/2014 9:43:45 PM ,3798,20.90,20.54,0.35,5.6,3242,0.061,0.373,0.312,4.7,0.854,0.5,0.49,STABLE,0.00,7.83,304,57,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
313,0106,8/24/2014 9:54:15 PM ,4601,20.89,20.46,0.43,5.6,3963,0.061,0.443,0.382,4.7,0.861,0.6,0.49,STABLE,0.01,7.84,783,367,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
314,0106,8/24/2014 10:04:45 PM ,4546,20.88,20.46,0.43,5.7,4103,0.063,0.455,0.392,4.8,0.903,0.6,0.50,STABLE,0.06,7.90,1223,765,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
315,0106,8/24/2014 10:15:15 PM ,3935,20.89,20.53,0.37,5.7,3439,0.062,0.389,0.328,4.8,0.874,0.5,0.50,STABLE,0.00,7.90,283,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
316,0106,8/24/2014 10:25:45 PM ,3554,20.91,20.58,0.33,5.7,2899,0.062,0.338,0.277,4.8,0.816,0.5,0.50,STABLE,0.06,7.96,117,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
317,0106,8/24/2014 10:36:15 PM ,3789,20.89,20.54,0.35,5.7,3258,0.062,0.372,0.310,4.8,0.860,0.5,0.50,STABLE,0.00,7.96,65,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
318,0106,8/24/2014 10:46:45 PM ,4292,20.89,20.49,0.40,5.7,3817,0.062,0.426,0.364,4.8,0.889,0.6,0.50,STABLE,0.00,7.96,404,37,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
319,0106,8/24/2014 10:57:15 PM ,4549,20.89,20.47,0.42,5.8,3974,0.062,0.441,0.379,4.8,0.874,0.6,0.50,STABLE,0.03,7.99,1048,589,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
320,0106,8/24/2014 11:07:45 PM ,4387,20.89,20.48,0.41,5.8,3890,0.062,0.433,0.370,4.9,0.887,0.6,0.50,STABLE,0.13,8.12,718,341,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
321,0106,8/24/2014 11:18:15 PM ,3252,20.89,20.59,0.30,5.8,2847,0.063,0.334,0.272,4.9,0.876,0.5,0.50,STABLE,0.00,8.12,260,63,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
322,0106,8/24/2014 11:28:45 PM ,3760,20.89,20.54,0.35,5.8,3188,0.062,0.366,0.304,4.9,0.848,0.5,0.50,STABLE,-0.01,8.11,90,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
323,0106,8/24/2014 11:39:15 PM ,3732,20.89,20.55,0.35,5.8,3242,0.062,0.371,0.309,4.9,0.869,0.5,0.50,STABLE,0.07,8.18,165,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
324,0106,8/24/2014 11:49:45 PM ,4566,20.89,20.47,0.42,5.9,4011,0.062,0.445,0.383,4.9,0.878,0.6,0.50,STABLE,0.05,8.23,936,508,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
325,0106,8/25/2014 12:00:15 AM ,3860,20.89,20.53,0.36,5.9,3368,0.063,0.383,0.321,5.0,0.873,0.5,0.50,STABLE,0.00,8.23,609,281,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
326,0106,8/25/2014 12:10:45 AM ,3515,20.89,20.57,0.32,5.9,2953,0.062,0.344,0.281,5.0,0.840,0.5,0.50,STABLE,0.01,8.24,107,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
327,0106,8/25/2014 12:21:15 AM ,3668,20.89,20.56,0.34,5.9,2970,0.062,0.346,0.283,5.0,0.810,0.5,0.50,STABLE,0.00,8.24,44,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
328,0106,8/25/2014 12:31:45 AM ,4289,20.89,20.49,0.40,5.9,3739,0.062,0.419,0.357,5.0,0.872,0.6,0.50,STABLE,0.05,8.29,468,117,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
329,0106,8/25/2014 12:42:15 AM ,4502,20.89,20.47,0.42,6.0,3936,0.062,0.437,0.375,5.0,0.874,0.6,0.50,DYNAMIC,0.04,8.33,1247,728,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
330,0106,8/25/2014 12:52:45 AM ,4127,20.89,20.51,0.38,6.0,3622,0.063,0.408,0.346,5.0,0.878,0.6,0.50,STABLE,0.00,8.33,448,157,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
331,0106,8/25/2014 1:03:15 AM ,3894,20.89,20.53,0.36,6.0,3384,0.062,0.385,0.322,5.1,0.869,0.5,0.50,STABLE,0.05,8.38,417,110,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
332,0106,8/25/2014 1:13:45 AM ,3508,20.89,20.57,0.32,6.0,2851,0.062,0.336,0.274,5.1,0.813,0.5,0.49,STABLE,0.00,8.38,51,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
333,0106,8/25/2014 1:24:15 AM ,3357,20.89,20.58,0.31,6.0,2688,0.062,0.320,0.258,5.1,0.801,0.5,0.50,STABLE,-0.01,8.37,78,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
334,0106,8/25/2014 1:34:45 AM ,3711,20.89,20.55,0.34,6.1,3055,0.062,0.354,0.291,5.1,0.823,0.5,0.50,STABLE,0.06,8.43,153,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
335,0106,8/25/2014 1:45:15 AM ,4090,20.89,20.51,0.38,6.1,3514,0.062,0.397,0.335,5.1,0.859,0.6,0.50,STABLE,0.00,8.43,347,117,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
336,0106,8/25/2014 1:55:45 AM ,4693,20.89,20.46,0.43,6.1,3944,0.062,0.439,0.376,5.1,0.840,0.6,0.50,STABLE,0.25,8.68,1041,605,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
337,0106,8/25/2014 2:06:15 AM ,4336,20.89,20.49,0.41,6.1,3858,0.062,0.433,0.370,5.2,0.890,0.6,0.49,STABLE,0.05,8.73,885,446,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
338,0106,8/25/2014 2:16:45 AM ,3818,20.89,20.54,0.36,6.1,3334,0.063,0.382,0.319,5.2,0.873,0.5,0.50,STABLE,0.00,8.73,489,47,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
339,0106,8/25/2014 2:27:15 AM ,3338,20.89,20.58,0.31,6.2,2798,0.063,0.330,0.268,5.2,0.838,0.5,0.50,STABLE,0.00,8.73,89,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
340,0106,8/25/2014 2:37:45 AM ,3392,20.89,20.58,0.31,6.2,2800,0.063,0.330,0.267,5.2,0.826,0.5,0.50,STABLE,-0.01,8.72,54,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
341,0106,8/25/2014 2:48:15 AM ,3955,20.90,20.53,0.36,6.2,3277,0.063,0.375,0.312,5.2,0.829,0.5,0.50,STABLE,0.06,8.78,418,231,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
342,0106,8/25/2014 2:58:45 AM ,4056,20.89,20.52,0.38,6.2,3487,0.063,0.395,0.333,5.2,0.860,0.6,0.50,STABLE,0.04,8.82,642,300,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
343,0106,8/25/2014 3:09:15 AM ,2967,20.89,20.61,0.28,6.2,2558,0.063,0.308,0.245,5.2,0.862,0.4,0.50,STABLE,0.00,8.82,148,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
344,0106,8/25/2014 3:19:45 AM ,3836,20.89,20.54,0.35,6.3,3119,0.063,0.360,0.298,5.3,0.813,0.5,0.50,STABLE,0.00,8.82,8,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
345,0106,8/25/2014 3:30:15 AM ,3405,20.89,20.58,0.31,6.3,2780,0.063,0.328,0.265,5.3,0.816,0.5,0.50,STABLE,-0.01,8.81,74,33,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
346,0106,8/25/2014 3:40:45 AM ,3652,20.89,20.55,0.34,6.3,3107,0.062,0.361,0.298,5.3,0.851,0.5,0.50,STABLE,0.00,8.81,271,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
347,0106,8/25/2014 3:51:15 AM ,3942,20.89,20.53,0.36,6.3,3127,0.063,0.361,0.298,5.3,0.793,0.5,0.50,STABLE,0.00,8.81,137,41,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
348,0106,8/25/2014 4:01:45 AM ,3956,20.89,20.53,0.36,6.3,3072,0.063,0.356,0.293,5.3,0.777,0.5,0.50,STABLE,0.00,8.81,15,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
349,0106,8/25/2014 4:12:15 AM ,3364,20.89,20.58,0.31,6.3,2773,0.062,0.327,0.264,5.3,0.824,0.5,0.50,STABLE,0.01,8.82,151,31,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
350,0106,8/25/2014 4:22:45 AM ,3538,20.89,20.57,0.32,6.4,2835,0.062,0.333,0.271,5.4,0.801,0.5,0.50,STABLE,0.00,8.82,94,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
351,0106,8/25/2014 4:33:15 AM ,4468,20.89,20.48,0.41,6.4,3763,0.062,0.421,0.359,5.4,0.842,0.6,0.50,STABLE,0.01,8.83,636,122,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
352,0106,8/25/2014 4:43:45 AM ,3870,20.89,20.53,0.36,6.4,3240,0.062,0.374,0.311,5.4,0.837,0.5,0.49,STABLE,0.04,8.87,805,419,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
353,0106,8/25/2014 4:54:15 AM ,3013,20.89,20.61,0.28,6.4,2498,0.062,0.303,0.241,5.4,0.829,0.4,0.49,STABLE,0.00,8.87,42,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
