Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:12 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0106
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,KO3
Subject Mass (G), 28.5 
ko350,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
142,0106,8/23/2014 3:58:45 PM ,3126,20.90,20.61,0.29,2.5,2532,0.057,0.300,0.243,2.1,0.810,0.4,0.50,STABLE,0.01,3.59,32,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
143,0106,8/23/2014 4:09:15 PM ,3287,20.90,20.60,0.30,2.6,2644,0.057,0.309,0.252,2.1,0.804,0.5,0.50,STABLE,0.00,3.59,17,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
144,0106,8/23/2014 4:19:45 PM ,3079,20.90,20.62,0.28,2.6,2532,0.057,0.299,0.242,2.1,0.823,0.4,0.50,STABLE,-0.01,3.58,28,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
145,0106,8/23/2014 4:30:15 PM ,2910,20.90,20.63,0.27,2.6,2382,0.057,0.284,0.227,2.2,0.819,0.4,0.50,STABLE,0.01,3.59,26,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
146,0106,8/23/2014 4:40:45 PM ,3185,20.90,20.61,0.29,2.6,2741,0.057,0.318,0.261,2.2,0.861,0.4,0.50,STABLE,-0.01,3.58,323,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
147,0106,8/23/2014 4:51:15 PM ,3247,20.90,20.60,0.30,2.6,2785,0.057,0.323,0.266,2.2,0.858,0.5,0.50,STABLE,0.01,3.59,251,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
148,0106,8/23/2014 5:01:45 PM ,3056,20.90,20.62,0.28,2.6,2509,0.057,0.296,0.240,2.2,0.821,0.4,0.50,DYNAMIC,0.12,3.71,64,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
149,0106,8/23/2014 5:12:15 PM ,3149,20.90,20.61,0.29,2.7,2702,0.057,0.315,0.259,2.2,0.858,0.4,0.50,STABLE,0.02,3.73,119,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
150,0106,8/23/2014 5:22:45 PM ,3538,20.90,20.58,0.33,2.7,2974,0.057,0.341,0.284,2.2,0.840,0.5,0.50,DYNAMIC,-0.01,3.72,115,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
151,0106,8/23/2014 5:33:15 PM ,3552,20.90,20.57,0.33,2.7,3282,0.057,0.371,0.314,2.2,0.924,0.5,0.50,STABLE,0.17,3.89,394,58,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
152,0106,8/23/2014 5:43:45 PM ,2785,20.90,20.64,0.26,2.7,2455,0.057,0.291,0.234,2.3,0.881,0.4,0.50,STABLE,-0.01,3.88,150,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
153,0106,8/23/2014 5:54:15 PM ,3626,20.90,20.56,0.34,2.7,3199,0.057,0.362,0.306,2.3,0.882,0.5,0.50,STABLE,0.00,3.88,385,66,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
154,0106,8/23/2014 6:04:45 PM ,2997,20.90,20.62,0.28,2.7,2551,0.057,0.302,0.245,2.3,0.851,0.4,0.49,STABLE,0.08,3.96,222,82,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
155,0106,8/23/2014 6:15:15 PM ,3175,20.90,20.61,0.30,2.7,2731,0.057,0.319,0.262,2.3,0.860,0.4,0.50,STABLE,-0.01,3.95,27,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
156,0106,8/23/2014 6:25:45 PM ,2951,20.90,20.63,0.27,2.8,2534,0.057,0.300,0.243,2.3,0.859,0.4,0.50,STABLE,0.01,3.96,50,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
157,0106,8/23/2014 6:36:15 PM ,3402,20.90,20.59,0.31,2.8,2850,0.057,0.329,0.272,2.3,0.838,0.5,0.50,STABLE,-0.01,3.95,17,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
158,0106,8/23/2014 6:46:45 PM ,3409,20.90,20.58,0.32,2.8,3054,0.057,0.349,0.292,2.3,0.896,0.5,0.50,STABLE,0.11,4.06,265,54,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
159,0106,8/23/2014 6:57:15 PM ,4270,20.90,20.50,0.40,2.8,3810,0.057,0.421,0.363,2.4,0.892,0.6,0.50,STABLE,0.00,4.06,371,47,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
160,0106,8/23/2014 7:07:45 PM ,4962,20.90,20.44,0.46,2.8,4309,0.058,0.469,0.411,2.4,0.868,0.7,0.50,STABLE,0.01,4.07,1010,621,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
161,0106,8/23/2014 7:18:15 PM ,4002,20.90,20.53,0.37,2.9,3426,0.058,0.385,0.327,2.4,0.856,0.6,0.50,STABLE,-0.01,4.06,1136,705,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
162,0106,8/23/2014 7:28:45 PM ,3437,20.90,20.58,0.32,2.9,2941,0.058,0.339,0.281,2.4,0.856,0.5,0.50,STABLE,0.00,4.06,341,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
163,0106,8/23/2014 7:39:15 PM ,3407,20.90,20.59,0.31,2.9,2771,0.059,0.324,0.265,2.4,0.813,0.5,0.50,STABLE,0.00,4.06,44,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
164,0106,8/23/2014 7:49:45 PM ,4173,20.90,20.51,0.38,2.9,3494,0.059,0.392,0.333,2.4,0.837,0.6,0.50,STABLE,0.00,4.06,364,55,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
165,0106,8/23/2014 8:00:15 PM ,5194,20.90,20.42,0.48,2.9,4307,0.059,0.472,0.412,2.5,0.829,0.7,0.50,STABLE,0.01,4.07,1012,500,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
166,0106,8/23/2014 8:10:45 PM ,4880,20.90,20.45,0.45,3.0,4151,0.060,0.458,0.398,2.5,0.851,0.7,0.50,STABLE,0.10,4.17,1489,931,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
167,0106,8/23/2014 8:21:15 PM ,4666,20.90,20.46,0.43,3.0,4010,0.060,0.445,0.385,2.5,0.859,0.6,0.49,STABLE,0.04,4.21,932,442,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
168,0106,8/23/2014 8:31:45 PM ,4752,20.90,20.46,0.44,3.0,4099,0.060,0.452,0.392,2.5,0.863,0.7,0.50,STABLE,0.10,4.31,841,400,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
169,0106,8/23/2014 8:42:15 PM ,4776,20.89,20.45,0.45,3.0,4188,0.060,0.462,0.402,2.5,0.877,0.7,0.50,STABLE,0.15,4.46,903,465,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
170,0106,8/23/2014 8:52:45 PM ,4139,20.89,20.51,0.38,3.1,3608,0.060,0.405,0.344,2.6,0.872,0.6,0.50,STABLE,0.02,4.48,633,191,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
171,0106,8/23/2014 9:03:15 PM ,4019,20.90,20.53,0.37,3.1,3313,0.060,0.376,0.316,2.6,0.824,0.6,0.50,STABLE,0.00,4.48,77,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
172,0106,8/23/2014 9:13:45 PM ,4356,20.90,20.49,0.40,3.1,3649,0.060,0.409,0.348,2.6,0.838,0.6,0.50,STABLE,0.06,4.54,176,44,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
173,0106,8/23/2014 9:24:15 PM ,4969,20.90,20.44,0.46,3.1,4289,0.061,0.470,0.409,2.6,0.863,0.7,0.50,STABLE,0.04,4.58,1042,574,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
174,0106,8/23/2014 9:34:45 PM ,4705,20.90,20.46,0.44,3.1,4092,0.061,0.452,0.391,2.6,0.870,0.7,0.50,STABLE,0.06,4.64,1182,607,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
175,0106,8/23/2014 9:45:15 PM ,3991,20.90,20.53,0.37,3.2,3457,0.061,0.391,0.330,2.7,0.866,0.6,0.50,STABLE,0.00,4.64,419,91,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
176,0106,8/23/2014 9:55:45 PM ,3492,20.90,20.57,0.32,3.2,2999,0.061,0.347,0.286,2.7,0.859,0.5,0.50,STABLE,0.09,4.73,368,59,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
177,0106,8/23/2014 10:06:15 PM ,4609,20.90,20.47,0.43,3.2,4036,0.061,0.446,0.385,2.7,0.876,0.6,0.50,STABLE,0.02,4.75,1276,736,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
178,0106,8/23/2014 10:16:45 PM ,4300,20.90,20.50,0.40,3.2,3732,0.061,0.417,0.356,2.7,0.868,0.6,0.50,STABLE,0.01,4.76,545,130,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
179,0106,8/23/2014 10:27:15 PM ,3276,20.88,20.58,0.31,3.2,2900,0.061,0.338,0.277,2.7,0.885,0.5,0.50,STABLE,0.03,4.79,407,59,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
180,0106,8/23/2014 10:37:45 PM ,3526,20.90,20.57,0.33,3.3,2971,0.061,0.346,0.285,2.7,0.843,0.5,0.50,STABLE,-0.01,4.78,22,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
181,0106,8/23/2014 10:48:15 PM ,3920,20.90,20.53,0.36,3.3,3357,0.061,0.383,0.322,2.8,0.856,0.5,0.50,STABLE,0.00,4.78,346,53,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
182,0106,8/23/2014 10:58:45 PM ,3292,20.89,20.59,0.31,3.3,2942,0.061,0.342,0.281,2.8,0.894,0.5,0.50,STABLE,0.13,4.91,112,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
183,0106,8/23/2014 11:09:15 PM ,3457,20.90,20.57,0.32,3.3,3017,0.061,0.349,0.288,2.8,0.873,0.5,0.50,STABLE,0.00,4.91,41,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
184,0106,8/23/2014 11:19:45 PM ,3682,20.90,20.55,0.34,3.3,3233,0.061,0.371,0.310,2.8,0.878,0.5,0.50,STABLE,0.00,4.91,209,87,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
185,0106,8/23/2014 11:30:15 PM ,4798,20.90,20.45,0.45,3.4,4107,0.062,0.456,0.395,2.8,0.856,0.7,0.49,STABLE,0.04,4.95,1225,694,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
186,0106,8/23/2014 11:40:45 PM ,4450,20.89,20.48,0.42,3.4,3956,0.062,0.441,0.379,2.8,0.889,0.6,0.50,DYNAMIC,0.05,5.00,837,339,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
187,0106,8/23/2014 11:51:15 PM ,4775,20.90,20.45,0.44,3.4,4150,0.062,0.459,0.396,2.9,0.869,0.7,0.50,STABLE,0.13,5.13,817,404,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
188,0106,8/24/2014 12:01:45 AM ,4231,20.89,20.50,0.39,3.4,3662,0.062,0.411,0.349,2.9,0.865,0.6,0.50,STABLE,0.01,5.14,736,321,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
189,0106,8/24/2014 12:12:15 AM ,3578,20.89,20.56,0.33,3.4,3012,0.062,0.350,0.288,2.9,0.842,0.5,0.50,STABLE,0.00,5.14,355,42,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
190,0106,8/24/2014 12:22:45 AM ,3634,20.89,20.56,0.34,3.5,3121,0.062,0.360,0.298,2.9,0.859,0.5,0.50,STABLE,0.11,5.25,102,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
191,0106,8/24/2014 12:33:15 AM ,3157,20.89,20.60,0.29,3.5,2822,0.063,0.332,0.269,2.9,0.894,0.4,0.50,STABLE,0.00,5.25,144,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
192,0106,8/24/2014 12:43:45 AM ,3990,20.89,20.53,0.37,3.5,3257,0.063,0.374,0.311,2.9,0.816,0.5,0.50,STABLE,0.00,5.25,131,89,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
193,0106,8/24/2014 12:54:15 AM ,4035,20.89,20.52,0.37,3.5,3372,0.063,0.384,0.321,3.0,0.836,0.6,0.50,STABLE,0.00,5.25,295,73,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
194,0106,8/24/2014 1:04:45 AM ,4587,20.89,20.47,0.43,3.5,3927,0.063,0.439,0.376,3.0,0.856,0.6,0.50,STABLE,0.00,5.25,606,296,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
195,0106,8/24/2014 1:15:15 AM ,4219,20.88,20.49,0.39,3.6,3744,0.063,0.421,0.358,3.0,0.887,0.6,0.50,STABLE,0.02,5.27,1214,728,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
196,0106,8/24/2014 1:25:45 AM ,3854,20.89,20.53,0.36,3.6,3305,0.064,0.379,0.315,3.0,0.858,0.5,0.50,STABLE,0.00,5.27,468,61,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
197,0106,8/24/2014 1:36:15 AM ,3116,20.89,20.61,0.29,3.6,2534,0.063,0.305,0.242,3.0,0.813,0.4,0.50,DYNAMIC,0.00,5.27,87,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
198,0106,8/24/2014 1:46:45 AM ,3442,20.89,20.58,0.32,3.6,2837,0.063,0.334,0.270,3.0,0.824,0.5,0.50,STABLE,0.13,5.40,56,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
199,0106,8/24/2014 1:57:15 AM ,3859,20.89,20.54,0.35,3.6,3153,0.064,0.364,0.301,3.1,0.817,0.5,0.50,STABLE,0.00,5.40,164,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
200,0106,8/24/2014 2:07:45 AM ,4773,20.89,20.45,0.44,3.7,4062,0.064,0.452,0.389,3.1,0.851,0.7,0.50,STABLE,0.01,5.41,747,399,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
201,0106,8/24/2014 2:18:15 AM ,4119,20.89,20.51,0.38,3.7,3383,0.064,0.389,0.325,3.1,0.821,0.6,0.49,STABLE,0.01,5.42,1252,770,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
202,0106,8/24/2014 2:28:45 AM ,3757,20.89,20.55,0.35,3.7,3125,0.064,0.362,0.299,3.1,0.832,0.5,0.50,STABLE,0.00,5.42,412,76,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
203,0106,8/24/2014 2:39:15 AM ,3220,20.89,20.60,0.29,3.7,2532,0.064,0.305,0.242,3.1,0.786,0.4,0.50,STABLE,0.00,5.42,25,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
204,0106,8/24/2014 2:49:45 AM ,3528,20.89,20.57,0.32,3.7,2841,0.063,0.335,0.271,3.1,0.805,0.5,0.50,STABLE,0.12,5.54,189,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
205,0106,8/24/2014 3:00:15 AM ,3573,20.89,20.56,0.33,3.7,2906,0.063,0.343,0.280,3.2,0.813,0.5,0.49,STABLE,0.00,5.54,17,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
206,0106,8/24/2014 3:10:45 AM ,3641,20.89,20.56,0.34,3.8,2913,0.063,0.343,0.280,3.2,0.800,0.5,0.49,STABLE,0.00,5.54,49,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
207,0106,8/24/2014 3:21:15 AM ,3698,20.89,20.55,0.34,3.8,3112,0.063,0.361,0.298,3.2,0.842,0.5,0.50,STABLE,0.00,5.54,371,65,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
208,0106,8/24/2014 3:31:45 AM ,4502,20.89,20.48,0.41,3.8,3621,0.063,0.409,0.346,3.2,0.804,0.6,0.50,STABLE,0.00,5.54,1317,799,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
209,0106,8/24/2014 3:42:15 AM ,4155,20.89,20.51,0.38,3.8,3360,0.063,0.385,0.322,3.2,0.809,0.6,0.50,STABLE,0.04,5.58,613,324,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
210,0106,8/24/2014 3:52:45 AM ,3013,20.89,20.61,0.28,3.8,2534,0.063,0.305,0.242,3.2,0.841,0.4,0.50,STABLE,0.01,5.59,171,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
211,0106,8/24/2014 4:03:15 AM ,3094,20.88,20.59,0.28,3.9,2558,0.063,0.307,0.244,3.2,0.827,0.4,0.50,STABLE,0.00,5.59,35,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
212,0106,8/24/2014 4:13:45 AM ,3265,20.89,20.59,0.30,3.9,2536,0.063,0.306,0.243,3.3,0.777,0.4,0.50,STABLE,-0.01,5.58,9,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
213,0106,8/24/2014 4:24:15 AM ,3111,20.89,20.61,0.28,3.9,2426,0.063,0.294,0.231,3.3,0.780,0.4,0.50,STABLE,0.00,5.58,43,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
214,0106,8/24/2014 4:34:45 AM ,3829,20.89,20.54,0.35,3.9,3227,0.063,0.371,0.307,3.3,0.843,0.5,0.50,STABLE,0.20,5.78,261,45,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
215,0106,8/24/2014 4:45:15 AM ,3366,20.89,20.58,0.31,3.9,2818,0.063,0.332,0.269,3.3,0.837,0.5,0.50,STABLE,0.00,5.78,69,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
216,0106,8/24/2014 4:55:45 AM ,3757,20.89,20.55,0.34,3.9,3082,0.063,0.357,0.294,3.3,0.820,0.5,0.50,STABLE,0.00,5.78,17,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
217,0106,8/24/2014 5:06:15 AM ,4356,20.89,20.48,0.41,4.0,3825,0.063,0.429,0.366,3.3,0.878,0.6,0.50,STABLE,0.01,5.79,446,180,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
218,0106,8/24/2014 5:16:45 AM ,4181,20.89,20.51,0.39,4.0,3526,0.063,0.400,0.336,3.3,0.843,0.6,0.50,STABLE,0.03,5.82,1181,743,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
219,0106,8/24/2014 5:27:15 AM ,4018,20.89,20.52,0.38,4.0,3447,0.063,0.395,0.332,3.4,0.858,0.6,0.49,STABLE,0.04,5.86,571,143,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
220,0106,8/24/2014 5:37:45 AM ,3068,20.89,20.61,0.28,4.0,2518,0.063,0.305,0.242,3.4,0.821,0.4,0.50,STABLE,0.00,5.86,25,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
221,0106,8/24/2014 5:48:15 AM ,3581,20.89,20.56,0.33,4.0,2841,0.063,0.334,0.271,3.4,0.794,0.5,0.50,STABLE,0.00,5.86,46,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
222,0106,8/24/2014 5:58:45 AM ,4046,20.89,20.53,0.37,4.1,3169,0.063,0.365,0.302,3.4,0.783,0.6,0.50,STABLE,0.07,5.93,181,51,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
223,0106,8/24/2014 6:09:15 AM ,4431,20.89,20.48,0.41,4.1,3800,0.063,0.426,0.363,3.4,0.858,0.6,0.50,STABLE,0.00,5.93,1108,731,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
224,0106,8/24/2014 6:19:45 AM ,3593,20.89,20.56,0.33,4.1,3000,0.063,0.349,0.286,3.4,0.835,0.5,0.50,STABLE,0.00,5.93,350,52,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
225,0106,8/24/2014 6:30:15 AM ,2661,20.89,20.65,0.24,4.1,2191,0.063,0.272,0.209,3.5,0.824,0.4,0.50,STABLE,0.00,5.93,90,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
226,0106,8/24/2014 6:40:45 AM ,3489,20.89,20.57,0.32,4.1,2711,0.063,0.322,0.259,3.5,0.777,0.5,0.50,STABLE,0.05,5.98,88,58,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
227,0106,8/24/2014 6:51:15 AM ,3620,20.89,20.56,0.33,4.2,2983,0.063,0.348,0.285,3.5,0.824,0.5,0.50,STABLE,0.18,6.16,143,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
228,0106,8/24/2014 7:01:45 AM ,4093,20.89,20.51,0.38,4.2,3549,0.063,0.402,0.339,3.5,0.867,0.6,0.50,STABLE,0.01,6.17,722,301,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
229,0106,8/24/2014 7:12:15 AM ,4326,20.89,20.49,0.40,4.2,3666,0.063,0.413,0.350,3.5,0.847,0.6,0.50,STABLE,0.04,6.21,737,350,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
230,0106,8/24/2014 7:22:45 AM ,3555,20.89,20.56,0.33,4.2,3053,0.063,0.357,0.293,3.5,0.859,0.5,0.49,STABLE,0.00,6.21,253,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
231,0106,8/24/2014 7:33:15 AM ,3014,20.89,20.61,0.28,4.2,2455,0.063,0.299,0.236,3.5,0.814,0.4,0.49,STABLE,0.00,6.21,56,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
232,0106,8/24/2014 7:43:45 AM ,2884,20.89,20.63,0.26,4.2,2273,0.063,0.281,0.218,3.6,0.788,0.4,0.50,STABLE,0.00,6.21,151,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
233,0106,8/24/2014 7:54:15 AM ,3438,20.89,20.58,0.32,4.3,2724,0.063,0.325,0.262,3.6,0.792,0.5,0.49,STABLE,0.00,6.21,165,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
234,0106,8/24/2014 8:04:45 AM ,2783,20.89,20.64,0.26,4.3,2302,0.063,0.284,0.221,3.6,0.827,0.4,0.49,STABLE,0.00,6.21,37,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
235,0106,8/24/2014 8:15:15 AM ,3303,20.89,20.59,0.30,4.3,2693,0.062,0.319,0.257,3.6,0.815,0.5,0.50,STABLE,0.12,6.33,153,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
236,0106,8/24/2014 8:25:45 AM ,2760,20.89,20.64,0.26,4.3,2365,0.062,0.288,0.226,3.6,0.857,0.4,0.50,STABLE,-0.01,6.32,154,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
237,0106,8/24/2014 8:36:15 AM ,3220,20.89,20.60,0.30,4.3,2643,0.062,0.314,0.252,3.6,0.821,0.4,0.50,STABLE,0.01,6.33,12,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
238,0106,8/24/2014 8:46:45 AM ,3161,20.89,20.60,0.29,4.3,2590,0.062,0.308,0.247,3.6,0.819,0.4,0.50,STABLE,-0.01,6.32,40,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
239,0106,8/24/2014 8:57:15 AM ,2873,20.89,20.63,0.27,4.3,2419,0.061,0.292,0.231,3.6,0.842,0.4,0.50,STABLE,0.01,6.33,20,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
240,0106,8/24/2014 9:07:45 AM ,2796,20.89,20.64,0.26,4.4,2375,0.061,0.287,0.226,3.7,0.850,0.4,0.50,STABLE,0.00,6.33,26,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
241,0106,8/24/2014 9:18:15 AM ,2940,20.89,20.62,0.27,4.4,2468,0.061,0.296,0.236,3.7,0.840,0.4,0.50,STABLE,0.00,6.33,65,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
242,0106,8/24/2014 9:28:45 AM ,2778,20.90,20.64,0.26,4.4,2328,0.061,0.282,0.222,3.7,0.838,0.4,0.50,STABLE,0.00,6.33,28,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
243,0106,8/24/2014 9:39:15 AM ,3374,20.90,20.59,0.31,4.4,2819,0.060,0.329,0.269,3.7,0.835,0.5,0.50,STABLE,0.00,6.33,263,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
244,0106,8/24/2014 9:49:45 AM ,3464,20.90,20.57,0.32,4.4,2949,0.060,0.341,0.281,3.7,0.851,0.5,0.50,STABLE,0.00,6.33,278,81,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
245,0106,8/24/2014 10:00:15 AM ,4120,20.90,20.52,0.38,4.4,3469,0.060,0.391,0.331,3.7,0.842,0.6,0.50,STABLE,0.04,6.37,968,532,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
246,0106,8/24/2014 10:10:45 AM ,3552,20.90,20.57,0.33,4.5,3144,0.060,0.360,0.300,3.7,0.885,0.5,0.50,STABLE,0.00,6.37,221,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
247,0106,8/24/2014 10:21:15 AM ,3613,20.90,20.56,0.34,4.5,3083,0.060,0.356,0.296,3.8,0.853,0.5,0.49,STABLE,-0.01,6.36,311,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
