Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:03 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0103
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,WT2
Subject Mass (G), 27.4 
wt353,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
424,0103,8/25/2014 5:15:15 PM ,3198,20.90,20.61,0.29,7.4,2702,0.059,0.308,0.249,6.2,0.845,0.4,0.49,STABLE,0.01,11.00,29,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
425,0103,8/25/2014 5:25:45 PM ,3189,20.90,20.62,0.28,7.4,2643,0.059,0.303,0.244,6.2,0.829,0.4,0.50,STABLE,-0.01,10.99,38,4,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
426,0103,8/25/2014 5:36:15 PM ,3786,20.90,20.56,0.34,7.5,3308,0.059,0.364,0.305,6.2,0.874,0.5,0.50,STABLE,0.09,11.08,282,62,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
427,0103,8/25/2014 5:46:45 PM ,3230,20.90,20.61,0.29,7.5,2882,0.059,0.325,0.266,6.3,0.892,0.4,0.49,STABLE,0.01,11.09,343,155,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
428,0103,8/25/2014 5:57:15 PM ,3649,20.90,20.58,0.32,7.5,2928,0.059,0.329,0.270,6.3,0.802,0.5,0.49,STABLE,-0.01,11.08,75,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
429,0103,8/25/2014 6:07:45 PM ,3881,20.90,20.56,0.34,7.5,3144,0.059,0.349,0.290,6.3,0.810,0.5,0.49,STABLE,0.01,11.09,194,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
430,0103,8/25/2014 6:18:15 PM ,4043,20.90,20.54,0.36,7.5,3249,0.059,0.359,0.300,6.3,0.804,0.5,0.49,STABLE,-0.01,11.08,285,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
431,0103,8/25/2014 6:28:45 PM ,4672,20.94,20.53,0.40,7.5,3240,0.059,0.358,0.299,6.3,0.693,0.6,0.49,STABLE,0.11,11.19,190,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
432,0103,8/25/2014 6:39:15 PM ,3542,20.90,20.58,0.32,7.6,2973,0.059,0.334,0.275,6.3,0.839,0.5,0.49,STABLE,-0.01,11.18,87,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
433,0103,8/25/2014 6:49:45 PM ,3642,20.90,20.57,0.33,7.6,3066,0.059,0.343,0.283,6.4,0.842,0.5,0.49,STABLE,0.00,11.18,49,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
434,0103,8/25/2014 7:00:15 PM ,4438,20.90,20.50,0.40,7.6,3905,0.059,0.420,0.361,6.4,0.880,0.6,0.49,STABLE,0.09,11.27,382,82,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
435,0103,8/25/2014 7:10:45 PM ,4582,20.90,20.48,0.41,7.6,4052,0.060,0.434,0.374,6.4,0.884,0.6,0.49,STABLE,0.03,11.30,1762,1223,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
436,0103,8/25/2014 7:21:15 PM ,4222,20.90,20.52,0.38,7.6,3594,0.060,0.392,0.332,6.4,0.851,0.6,0.49,STABLE,0.00,11.30,648,97,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
437,0103,8/25/2014 7:31:45 PM ,3932,20.90,20.55,0.35,7.7,3108,0.060,0.348,0.287,6.4,0.790,0.5,0.49,STABLE,0.10,11.40,280,49,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
438,0103,8/25/2014 7:42:15 PM ,3684,20.90,20.57,0.33,7.7,3088,0.060,0.346,0.286,6.4,0.838,0.5,0.49,STABLE,0.01,11.41,192,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
439,0103,8/25/2014 7:52:45 PM ,3418,20.90,20.59,0.30,7.7,2833,0.061,0.323,0.262,6.5,0.829,0.5,0.49,STABLE,0.00,11.41,60,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
440,0103,8/25/2014 8:03:15 PM ,4875,20.90,20.46,0.44,7.7,4126,0.061,0.442,0.381,6.5,0.846,0.6,0.49,DYNAMIC,0.08,11.49,513,201,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
441,0103,8/25/2014 8:13:45 PM ,4933,20.89,20.45,0.44,7.7,4296,0.061,0.458,0.397,6.5,0.871,0.7,0.49,STABLE,0.16,11.65,1650,1001,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
442,0103,8/25/2014 8:24:15 PM ,3703,20.89,20.56,0.33,7.8,3265,0.062,0.363,0.302,6.5,0.882,0.5,0.49,STABLE,0.00,11.65,332,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
443,0103,8/25/2014 8:34:45 PM ,3581,20.89,20.57,0.32,7.8,3076,0.061,0.346,0.284,6.5,0.859,0.5,0.49,STABLE,0.00,11.65,262,27,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
444,0103,8/25/2014 8:45:15 PM ,4199,20.89,20.52,0.37,7.8,3447,0.062,0.381,0.319,6.5,0.821,0.6,0.49,STABLE,0.07,11.72,393,130,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
445,0103,8/25/2014 8:55:45 PM ,4218,20.89,20.51,0.39,7.8,3687,0.062,0.408,0.346,6.6,0.874,0.6,0.49,STABLE,0.04,11.76,811,412,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
446,0103,8/25/2014 9:06:15 PM ,3956,20.89,20.54,0.36,7.8,3494,0.062,0.385,0.323,6.6,0.883,0.5,0.49,STABLE,0.00,11.76,376,57,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
447,0103,8/25/2014 9:16:45 PM ,4009,20.89,20.53,0.36,7.9,3385,0.062,0.375,0.313,6.6,0.844,0.5,0.49,STABLE,0.01,11.77,242,43,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
448,0103,8/25/2014 9:27:15 PM ,3865,20.89,20.55,0.34,7.9,3104,0.062,0.349,0.287,6.6,0.803,0.5,0.49,STABLE,0.00,11.77,174,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
449,0103,8/25/2014 9:37:45 PM ,4034,20.89,20.53,0.36,7.9,3305,0.062,0.367,0.306,6.6,0.819,0.5,0.49,STABLE,0.12,11.89,298,87,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
450,0103,8/25/2014 9:48:15 PM ,3184,20.89,20.61,0.29,7.9,2777,0.062,0.319,0.257,6.6,0.872,0.4,0.49,STABLE,0.00,11.89,189,46,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
451,0103,8/25/2014 9:58:45 PM ,3465,20.89,20.58,0.31,7.9,3005,0.062,0.340,0.278,6.6,0.867,0.5,0.49,STABLE,0.08,11.97,317,67,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
452,0103,8/25/2014 10:09:15 PM ,4393,20.89,20.50,0.40,7.9,3922,0.062,0.425,0.363,6.7,0.893,0.6,0.49,STABLE,0.01,11.98,536,110,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
453,0103,8/25/2014 10:19:45 PM ,3541,20.89,20.57,0.32,8.0,3025,0.063,0.342,0.280,6.7,0.854,0.5,0.49,STABLE,-0.01,11.97,226,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
454,0103,8/25/2014 10:30:15 PM ,3945,20.89,20.54,0.35,8.0,3255,0.063,0.364,0.301,6.7,0.825,0.5,0.49,STABLE,0.00,11.97,79,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
455,0103,8/25/2014 10:40:45 PM ,5035,20.89,20.44,0.45,8.0,4351,0.063,0.465,0.402,6.7,0.864,0.7,0.49,STABLE,0.00,11.97,477,140,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
456,0103,8/25/2014 10:51:15 PM ,5129,20.89,20.43,0.46,8.0,4481,0.063,0.477,0.414,6.7,0.874,0.7,0.49,STABLE,0.15,12.12,1843,1116,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
457,0103,8/25/2014 11:01:45 PM ,4755,20.89,20.46,0.43,8.1,4164,0.063,0.448,0.385,6.8,0.876,0.6,0.49,STABLE,0.11,12.23,1427,836,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
458,0103,8/25/2014 11:12:15 PM ,3569,20.89,20.57,0.32,8.1,3102,0.063,0.349,0.287,6.8,0.869,0.5,0.49,STABLE,0.00,12.23,352,31,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
459,0103,8/25/2014 11:22:45 PM ,3507,20.89,20.58,0.31,8.1,2926,0.063,0.333,0.270,6.8,0.834,0.5,0.49,STABLE,0.00,12.23,144,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
460,0103,8/25/2014 11:33:15 PM ,4121,20.89,20.53,0.37,8.1,3406,0.063,0.377,0.315,6.8,0.826,0.5,0.49,STABLE,0.14,12.37,326,158,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
461,0103,8/25/2014 11:43:45 PM ,5083,20.89,20.43,0.46,8.1,4572,0.063,0.485,0.422,6.8,0.899,0.7,0.49,STABLE,0.13,12.50,1752,1058,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
462,0103,8/25/2014 11:54:15 PM ,4462,20.89,20.49,0.40,8.2,3922,0.063,0.425,0.362,6.8,0.879,0.6,0.49,STABLE,0.01,12.51,1150,623,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
463,0103,8/26/2014 12:04:45 AM ,3740,20.89,20.56,0.33,8.2,3191,0.063,0.358,0.295,6.9,0.853,0.5,0.49,STABLE,0.00,12.51,441,39,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
464,0103,8/26/2014 12:15:15 AM ,3652,20.89,20.57,0.33,8.2,3017,0.063,0.342,0.279,6.9,0.826,0.5,0.49,STABLE,0.03,12.54,185,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
465,0103,8/26/2014 12:25:45 AM ,3065,20.89,20.62,0.27,8.2,2621,0.063,0.305,0.242,6.9,0.855,0.4,0.49,STABLE,-0.01,12.53,81,21,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
466,0103,8/26/2014 12:36:15 AM ,4317,20.89,20.50,0.39,8.2,3830,0.063,0.417,0.354,6.9,0.887,0.6,0.49,STABLE,0.12,12.65,1255,776,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
467,0103,8/26/2014 12:46:45 AM ,4519,20.89,20.48,0.41,8.2,4012,0.062,0.434,0.371,6.9,0.888,0.6,0.49,STABLE,0.03,12.68,1050,547,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
468,0103,8/26/2014 12:57:15 AM ,4273,20.89,20.51,0.38,8.3,3741,0.063,0.408,0.346,6.9,0.876,0.6,0.49,STABLE,0.04,12.72,500,61,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
469,0103,8/26/2014 1:07:45 AM ,4116,20.89,20.53,0.37,8.3,3420,0.062,0.378,0.316,7.0,0.831,0.5,0.49,STABLE,-0.01,12.71,289,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
470,0103,8/26/2014 1:18:15 AM ,3794,20.89,20.55,0.34,8.3,3055,0.062,0.345,0.283,7.0,0.805,0.5,0.49,STABLE,0.00,12.71,122,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
471,0103,8/26/2014 1:28:45 AM ,3843,20.89,20.55,0.34,8.3,3046,0.062,0.344,0.282,7.0,0.792,0.5,0.49,DYNAMIC,0.05,12.76,190,51,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
472,0103,8/26/2014 1:39:15 AM ,3369,20.89,20.59,0.30,8.3,2864,0.062,0.327,0.265,7.0,0.850,0.4,0.49,STABLE,0.01,12.77,174,65,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
473,0103,8/26/2014 1:49:45 AM ,3733,20.89,20.56,0.33,8.4,3008,0.062,0.340,0.278,7.0,0.806,0.5,0.49,STABLE,0.00,12.77,88,37,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
474,0103,8/26/2014 2:00:15 AM ,3648,20.89,20.57,0.33,8.4,2976,0.062,0.338,0.276,7.0,0.816,0.5,0.49,STABLE,0.00,12.77,43,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
475,0103,8/26/2014 2:10:45 AM ,4105,20.89,20.53,0.37,8.4,3474,0.062,0.382,0.321,7.0,0.846,0.5,0.49,STABLE,0.11,12.88,577,232,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
476,0103,8/26/2014 2:21:15 AM ,5057,20.89,20.44,0.46,8.4,4468,0.062,0.475,0.413,7.1,0.884,0.7,0.49,DYNAMIC,0.10,12.98,2181,1439,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
477,0103,8/26/2014 2:31:45 AM ,4482,20.89,20.49,0.40,8.4,3901,0.062,0.422,0.360,7.1,0.870,0.6,0.49,STABLE,0.09,13.07,1160,714,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
478,0103,8/26/2014 2:42:15 AM ,3822,20.89,20.55,0.34,8.5,3314,0.062,0.368,0.306,7.1,0.867,0.5,0.49,STABLE,0.00,13.07,357,120,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
479,0103,8/26/2014 2:52:45 AM ,3876,20.89,20.54,0.35,8.5,3228,0.062,0.364,0.302,7.1,0.833,0.5,0.49,STABLE,0.00,13.07,96,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
480,0103,8/26/2014 3:03:15 AM ,3780,20.89,20.56,0.34,8.5,3068,0.062,0.348,0.286,7.1,0.811,0.5,0.49,STABLE,0.00,13.07,154,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
481,0103,8/26/2014 3:13:45 AM ,3534,20.89,20.58,0.31,8.5,2912,0.062,0.331,0.269,7.1,0.824,0.5,0.49,STABLE,0.00,13.07,9,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
482,0103,8/26/2014 3:24:15 AM ,3990,20.89,20.54,0.35,8.5,3238,0.062,0.361,0.299,7.2,0.812,0.5,0.49,STABLE,0.14,13.21,302,79,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
483,0103,8/26/2014 3:34:45 AM ,3141,20.89,20.61,0.28,8.5,2779,0.062,0.319,0.257,7.2,0.885,0.4,0.49,STABLE,-0.01,13.20,308,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
484,0103,8/26/2014 3:45:15 AM ,3319,20.89,20.60,0.30,8.6,2810,0.062,0.321,0.259,7.2,0.847,0.4,0.49,STABLE,0.01,13.21,93,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
485,0103,8/26/2014 3:55:45 AM ,4060,20.91,20.55,0.36,8.6,3159,0.062,0.353,0.292,7.2,0.778,0.5,0.49,STABLE,0.03,13.24,374,177,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
486,0103,8/26/2014 4:06:15 AM ,3722,20.89,20.55,0.34,8.6,3255,0.062,0.363,0.301,7.2,0.875,0.5,0.49,STABLE,0.00,13.24,212,34,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
487,0103,8/26/2014 4:16:45 AM ,3558,20.89,20.57,0.32,8.6,2887,0.062,0.332,0.270,7.2,0.811,0.5,0.49,STABLE,0.00,13.24,28,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
488,0103,8/26/2014 4:27:15 AM ,3627,20.89,20.57,0.32,8.6,2997,0.062,0.339,0.277,7.2,0.826,0.5,0.49,STABLE,0.00,13.24,395,80,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
489,0103,8/26/2014 4:37:45 AM ,3654,20.89,20.57,0.32,8.7,2953,0.062,0.335,0.273,7.3,0.808,0.5,0.49,STABLE,0.00,13.24,227,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
490,0103,8/26/2014 4:48:15 AM ,3898,20.89,20.54,0.35,8.7,3107,0.062,0.350,0.288,7.3,0.797,0.5,0.49,STABLE,0.02,13.26,269,93,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
491,0103,8/26/2014 4:58:45 AM ,3161,20.89,20.61,0.28,8.7,2741,0.062,0.315,0.253,7.3,0.867,0.4,0.49,STABLE,0.14,13.40,357,69,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
492,0103,8/26/2014 5:09:15 AM ,3445,20.89,20.58,0.31,8.7,2966,0.062,0.336,0.274,7.3,0.861,0.5,0.49,STABLE,0.00,13.40,362,43,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
493,0103,8/26/2014 5:19:45 AM ,3448,20.89,20.58,0.31,8.7,2932,0.062,0.333,0.271,7.3,0.850,0.5,0.49,STABLE,0.00,13.40,198,42,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
494,0103,8/26/2014 5:30:15 AM ,4607,20.89,20.47,0.42,8.7,4049,0.062,0.441,0.379,7.3,0.879,0.6,0.49,STABLE,0.09,13.49,1546,1014,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
495,0103,8/26/2014 5:40:45 AM ,4600,20.89,20.47,0.41,8.8,4057,0.062,0.437,0.375,7.4,0.882,0.6,0.49,STABLE,0.06,13.55,1675,1095,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
496,0103,8/26/2014 5:51:15 AM ,4032,20.89,20.52,0.36,8.8,3514,0.063,0.387,0.324,7.4,0.872,0.5,0.49,STABLE,0.07,13.62,797,308,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
497,0103,8/26/2014 6:01:45 AM ,3393,20.89,20.58,0.30,8.8,2943,0.063,0.335,0.272,7.4,0.867,0.5,0.49,STABLE,0.00,13.62,220,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
498,0103,8/26/2014 6:12:15 AM ,3230,20.89,20.60,0.29,8.8,2710,0.063,0.313,0.250,7.4,0.839,0.4,0.49,STABLE,0.00,13.62,77,11,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
499,0103,8/26/2014 6:22:45 AM ,3284,20.89,20.60,0.29,8.8,2681,0.063,0.311,0.247,7.4,0.816,0.4,0.49,STABLE,0.06,13.68,102,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
500,0103,8/26/2014 6:33:15 AM ,3696,20.89,20.56,0.33,8.8,3221,0.063,0.361,0.297,7.4,0.872,0.5,0.49,STABLE,0.02,13.70,811,443,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
501,0103,8/26/2014 6:43:45 AM ,2931,20.89,20.63,0.26,8.9,2542,0.063,0.298,0.235,7.4,0.867,0.4,0.49,STABLE,0.00,13.70,101,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
502,0103,8/26/2014 6:54:15 AM ,3286,20.89,20.60,0.29,8.9,2767,0.063,0.319,0.255,7.5,0.842,0.4,0.49,STABLE,0.00,13.70,52,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
503,0103,8/26/2014 7:04:45 AM ,3256,20.90,20.61,0.29,8.9,2571,0.063,0.301,0.237,7.5,0.790,0.4,0.49,STABLE,0.00,13.70,46,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
504,0103,8/26/2014 7:15:15 AM ,3184,20.89,20.61,0.28,8.9,2558,0.063,0.299,0.236,7.5,0.803,0.4,0.49,STABLE,0.01,13.71,39,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
505,0103,8/26/2014 7:25:45 AM ,3568,20.89,20.58,0.32,8.9,2826,0.063,0.324,0.261,7.5,0.792,0.5,0.49,STABLE,0.06,13.77,128,19,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
506,0103,8/26/2014 7:36:15 AM ,3226,20.88,20.59,0.29,8.9,2919,0.063,0.332,0.270,7.5,0.905,0.4,0.49,STABLE,-0.01,13.76,282,30,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
507,0103,8/26/2014 7:46:45 AM ,3174,20.89,20.61,0.28,9.0,2593,0.063,0.302,0.240,7.5,0.817,0.4,0.49,STABLE,0.00,13.76,42,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
508,0103,8/26/2014 7:57:15 AM ,3258,20.89,20.60,0.29,9.0,2591,0.063,0.302,0.239,7.5,0.795,0.4,0.49,STABLE,-0.01,13.75,37,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
509,0103,8/26/2014 8:07:45 AM ,3213,20.89,20.61,0.28,9.0,2548,0.062,0.298,0.235,7.5,0.793,0.4,0.49,STABLE,0.00,13.75,12,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
510,0103,8/26/2014 8:18:15 AM ,3212,20.89,20.61,0.28,9.0,2586,0.062,0.301,0.239,7.6,0.805,0.4,0.49,STABLE,0.00,13.75,178,35,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
511,0103,8/26/2014 8:28:45 AM ,3327,20.89,20.60,0.30,9.0,2765,0.062,0.317,0.255,7.6,0.831,0.4,0.49,STABLE,0.03,13.78,213,36,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
512,0103,8/26/2014 8:39:15 AM ,2545,20.89,20.66,0.23,9.0,2199,0.062,0.265,0.203,7.6,0.864,0.3,0.49,STABLE,0.00,13.78,181,98,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
513,0103,8/26/2014 8:49:45 AM ,3147,20.89,20.61,0.28,9.0,2609,0.062,0.303,0.241,7.6,0.829,0.4,0.49,STABLE,0.00,13.78,272,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
514,0103,8/26/2014 9:00:15 AM ,2780,20.89,20.64,0.25,9.1,2340,0.062,0.278,0.216,7.6,0.841,0.4,0.49,STABLE,-0.01,13.77,55,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
515,0103,8/26/2014 9:10:45 AM ,2739,20.89,20.65,0.25,9.1,2345,0.062,0.278,0.216,7.6,0.856,0.4,0.49,STABLE,0.04,13.81,70,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
516,0103,8/26/2014 9:21:15 AM ,3164,20.89,20.61,0.28,9.1,2598,0.061,0.301,0.240,7.6,0.821,0.4,0.49,STABLE,-0.01,13.80,118,0,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
517,0103,8/26/2014 9:31:45 AM ,2757,20.89,20.65,0.25,9.1,2349,0.061,0.278,0.217,7.6,0.852,0.4,0.49,STABLE,0.05,13.85,240,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
518,0103,8/26/2014 9:42:15 AM ,3261,20.90,20.60,0.29,9.1,2767,0.061,0.317,0.256,7.7,0.849,0.4,0.49,STABLE,0.00,13.85,32,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
519,0103,8/26/2014 9:52:45 AM ,3254,20.89,20.61,0.29,9.1,2674,0.061,0.308,0.247,7.7,0.822,0.4,0.49,STABLE,0.00,13.85,81,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
520,0103,8/26/2014 10:03:15 AM ,3158,20.89,20.61,0.28,9.1,2541,0.061,0.295,0.235,7.7,0.804,0.4,0.49,STABLE,0.00,13.85,145,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
521,0103,8/26/2014 10:13:45 AM ,3002,20.89,20.63,0.27,9.2,2432,0.060,0.285,0.225,7.7,0.810,0.4,0.49,STABLE,0.00,13.85,56,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
522,0103,8/26/2014 10:24:15 AM ,3500,20.90,20.59,0.31,9.2,2868,0.060,0.325,0.265,7.7,0.820,0.5,0.49,STABLE,0.03,13.88,238,48,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
523,0103,8/26/2014 10:34:45 AM ,3700,20.89,20.56,0.33,9.2,3232,0.060,0.359,0.299,7.7,0.874,0.5,0.49,STABLE,0.00,13.88,312,86,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
524,0103,8/26/2014 10:45:15 AM ,3829,20.89,20.55,0.34,9.2,3189,0.060,0.354,0.294,7.7,0.833,0.5,0.49,STABLE,0.00,13.88,690,344,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
525,0103,8/26/2014 10:55:45 AM ,3325,20.89,20.60,0.30,9.2,2725,0.060,0.312,0.252,7.7,0.820,0.4,0.49,STABLE,0.00,13.88,316,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
526,0103,8/26/2014 11:06:15 AM ,3421,20.90,20.60,0.30,9.2,2609,0.060,0.301,0.241,7.8,0.763,0.4,0.49,STABLE,0.00,13.88,196,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
527,0103,8/26/2014 11:16:45 AM ,3173,20.90,20.62,0.28,9.3,2426,0.060,0.284,0.224,7.8,0.765,0.4,0.49,STABLE,0.00,13.88,96,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
528,0103,8/26/2014 11:27:15 AM ,2963,20.90,20.64,0.26,9.3,2307,0.060,0.273,0.213,7.8,0.778,0.4,0.49,STABLE,0.00,13.88,211,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
529,0103,8/26/2014 11:37:45 AM ,2786,20.90,20.65,0.25,9.3,2229,0.059,0.265,0.206,7.8,0.800,0.4,0.49,STABLE,0.00,13.88,84,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
